code,name,category,pe,2018_profit,2017_profit,2016_profit,2015_profit,2014_profit
DWDP,陶氏杜邦公司,,,0,1592000000.0,4404000000.0,7783000000.0,3839000000.0
SHPG,夏尔制药公司,生物技术和制药,137.43548134,0,4272000000.0,327000000.0,1303000000.0,3404999999.9999995
TBB,AT&#38;T Inc.,,,0,29847000000.000004,13333000000.000002,13687000000.0,6736000000.0
ABBV,艾伯维公司,生物技术和制药,27.22038414,0,5309000000.0,5953000000.0,5144000000.0,1773999999.9999998
TOT,道达尔公司,,23.9402392,0,8298999999.999999,6206000000.0,4786000000.0,4250000000.0
NVDA,英伟达公司,半导体,95.26070571,3047000000.0,1666000000.0,614000000.0,631000000.0,440000000.00000006
TI,意大利电信,电信,6.86999989,0,1287000000.0,1966000000.0,661000000.0,1960000000.0000002
SAP,SAP,软件,35.74923615,0,4056000000.0,3633000000.0,3056000000.0,3279999999.9999995
NFLX,奈飞公司,,736.69765933,0,559000000.0,187000000.0,123000000.0,267000000.0
BP,英国石油公司,,1047.7500196,0,3468000000.0,172000000.0,-6400000000.0,4003000000.0
NKE,耐克公司,,33.22916535,1932999999.9999998,4240000000.0,3760000000.0,3272999999.9999995,2693000000.0
PTR,中国石油天然气股份有限公司,油气,122.18332441,0,36793000000.0,29372000000.000004,42089000000.0,119028000000.0
IBM,IBM(国际商业机器有限公司),,11.79806108,0,5753000000.0,11872000000.0,13190000000.0,12022000000.0
PM,菲利普莫里斯国际公司,农业,18.9843756,0,6341000000.0,7250000000.0,7031999999.999999,7658000000.0
E,埃尼石油公司,,-41.62068837,0,3377000000.0000005,-1457000000.0,1391000000.0,0
AMGN,安进公司,生物技术,19.27929713,0,1979000000.0,7722000000.0,6939000000.0,5158000000.0
BJJN,iPath Series B Bloomberg Nickel Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
BHP,必和必拓,,51.52687936,0,6222000000.0,-6207000000.0,2878000000.0,15224000000.0
MCD,麦当劳公司,零售,29.62316033,0,5192000000.0,4687000000.0,4529000000.0,4758000000.0
JJEB,iPath Series B Bloomberg Energy Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
MDT,美敦力公司,,32.0141346,3095000000.0,4024000000.0,3538000000.0000005,2675000000.0,3065000000.0
MMM,明尼苏达矿业制造公司,,25.09436374,0,4869000000.0,5058000000.0,4841000000.0,4998000000.0
ADBE,Adobe,软件,93.77862889,0,1694000000.0000002,1169000000.0,630000000.0,268000000.00000003
BALB,iPath Series B Bloomberg Cotton Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
JJGB,iPath Series B Bloomberg Grains Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
CCV,Comcast Corporation 5.00% Notes Due 2061,,14.03352032,0,0,0,0,0
LLY,礼来公司,生物技术和制药,40.91085511,0,-204000000.0,2738000000.0,2408000000.0,2391000000.0
RYAAY,Ryanair Holdings Plc,航空公司,17.80797163,0,0,0,0,0
UNP,联合太平洋公司,运输,29.47929027,0,10712000000.0,4233000000.0,4772000000.0,5180000000.0
HON,霍尼韦尔国际公司,电子,25.02741983,0,1698000000.0,4846000000.0,4847000000.0,4329000000.0
MO,奥驰亚集团公司,农业,8.37912064,0,10227000000.0,14244000000.0,5243000000.0,5070000000.0
RY,加拿大皇家银行,银行,14.66294219,0,11469000000.0,10458000000.0,10026000000.0,9004000000.0
ABT,雅培公司,,68.8510653,0,476999999.99999994,1400000000.0,4423000000.0,2284000000.0
SNP,中国石油化工股份有限公司,,16.57857106,0,70418000000.0,59444000000.00001,43798000000.0,48247000000.0
COWB,iPath Series B Bloomberg Livestock Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
TD,道明银行,银行,16.70360138,0,10517000000.0,8936000000.0,8023999999.999999,7883000000.0
JJAB,iPath Series B Bloomberg Agriculture Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
JJUB,iPath Series B Bloomberg Aluminum Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
JJTB,iPath Series B Bloomberg Tin Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
SNY,赛诺菲-安万特公司,制药,21.5589743,0,8555000000.0,4800000000.0,4388000000.0,4509000000.0
TXN,德州仪器公司,半导体,31.50574678,0,3682000000.0,3595000000.0000005,2986000000.0,2821000000.0
UTX,联合技术公司,航空航天\/国防,21.96732107,0,4920000000.0,5426000000.0,7968000000.000001,6622000000.0
UPS,联合包裹服务公司,运输,31.47286994,0,4910000000.0,3431000000.0,4844000000.0,3032000000.0
WPPGY,WPP plc,广告,12.56398853,0,0,0,0,0
GE,通用电气公司,多元化制造商,13.82022516,0,-6063000000.0,8541000000.0,-6107000000.0,15188000000.0
CRM,赛富时公司,软件,557.76926766,127000000.0,180000000.0,-47426000.0,-263000000.0,-231999999.99999997
ACN,埃森哲公司,,27.48166656,0,3635000000.0,4350000000.0,3274000000.0,3176000000.0
VZA,"Verizon Communications, Inc.",,7.99688466,0,30550000000.0,0,0,0
JJMB,iPath Series B Bloomberg Industrial Metals Subindex TR ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
JJPB,iPath Series B Bloomberg Precious Metals Subindex TR ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
DCM,NTT道康姆公司,电信,16.62337728,0,650611000000.0,561242000000.0,398034000000.0,455953000000.0
GSK,葛兰素史克公司,生物技术和制药,89.67391142,0,2169000000.0,1061999999.9999999,8372000000.0,2831000000.0
PYPL,PayPal,,74.30434671,0,1795000000.0,1401000000.0,1228000000.0,419000000.00000006
ISF,ING Groep NV,,25.39705997,0,4987000000.0,4726000000.0,4079000000.0,1042000000.0
ISG,ING Groep NV,,22.06034559,0,4987000000.0,4726000000.0,4079000000.0,1042000000.0
BMY,百时美施贵宝公司,制药,22.97735743,0,975000000.0,4507000000.0,1630999999.9999998,2029000000.0
COST,好市多公司,,41.63837445,0,2714000000.0,2376000000.0,2409000000.0,2088000000.0
VTI,大盘指数ETF-Vanguard MSCI,股权,6.12187989,0,112551000000.0,55202000000.0,2098999999.9999998,41441000000.0
QCOM,高通公司,半导体,20.14024333,0,2465000000.0,5702000000.0,5268000000.0,7964000000.0
AZN,阿斯利康公司,制药,27.62318773,0,2868000000.0,3406000000.0,2826000000.0,1235000000.0
JJSB,iPath Series B Bloomberg Softs Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
PGMB,iPath Series B Bloomberg Platinum Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
NVO,诺和诺德公司,制药,21.97222093,0,38130000000.0,37925000000.0,34860000000.0,26481000000.0
JJCB,iPath Series B Bloomberg Copper Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
GILD,吉利德科学公司,生物技术和制药,7.33601622,0,4644000000.0,13488000000.0,18106000000.0,12059000000.0
RAI,雷诺兹烟草,农业,15.38823565,0,0,0,0,0
BJO,iPath Series B Bloomberg Coffee Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
TMO,赛默飞世尔科技公司,,45.18663912,0,2225000000.0,2022000000.0,1975000000.0,1894000000.0000002
LMT,洛克希德马丁公司,,18.59519813,0,2002000000.0,5302000000.0,3604999999.9999995,3614000000.0
MTU,三菱日联金融集团,银行,13.83333336,0,178090000000.0,793238000000.0,1596636000000.0,1082526000000.0
STO,挪威石油公司,,-29.4999988,0,4598000000.0,-2902000000.0,-5170000000.0,3886999999.9999995
AXP,美国运通公司,多元化金融服务,18.23539771,0,2736000000.0,5408000000.0,5163000000.0,5885000000.0
GS,高盛集团,,14.32658022,0,4286000000.0,7398000000.0,6083000000.0,8477000000.0
BKNG,"Booking Holdings, Inc.",,,0,2341000000.0,2135000000.0000002,2551000000.0,2422000000.0
SGGB,iPath Series B Bloomberg Sugar Subindex Total Return ETN,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
USB,美国合众银行,银行,16.4475311,0,6253000000.0,5944000000.0,5933000000.0,5908000000.0
SLB,斯伦贝谢公司,,-50.66935593,0,-1513000000.0,-1627000000.0,2135000000.0000002,5506000000.0
RIO,力拓公司,采矿,18.92548989,0,8851000000.0,4776000000.0,-1719000000.0000002,6498999999.999999
LFC,中国人寿保险股份有限公司,保险,24.72916698,0,32752000000.0,19585000000.0,35187000000.0,32514000000.0
MS,摩根士丹利,,16.56506769,0,6216000000.0,6123000000.0,6279000000.0,3667000000.0
FOXA,21世纪福克斯公司,,27.6707326,4762000000.0,3226000000.0,3016000000.0,8537000000.0,4646000000.0
ASML,阿斯麦公司,半导体,50.34948757,0,2225000000.0,1557000000.0,1620000000.0,1418000000.0
TMUSP,"T-Mobile US, Inc.",,59.5562119,0,0,0,0,0
EQNR,Equinor ASA,,,0,4598000000.0,-2902000000.0,-5170000000.0,3886999999.9999995
FOX,"Twenty-First Century Fox, Inc.",,27.33536721,4762000000.0,3226000000.0,3016000000.0,8537000000.0,4646000000.0
CAT,卡特彼勒公司,,-1161.1666621,0,759000000.0,-59000000.0,2523000000.0,2468000000.0
NEE,新纪元能源公司,电力,28.02719971,0,5320000000.0,3005000000.0,2762000000.0,2469000000.0
COP,康菲石油公司,油气,-23.97594316,0,-793000000.0,-3559000000.0000005,-4371000000.0,6938000000.0
SAN,桑坦德银行,银行,11.36363643,0,8206999999.999999,7486000000.0,7334000000.0,6934999999.999999
LOW,劳氏公司,零售,28.23631197,3447000000.0,3093000000.0,2546000000.0,2698000000.0,2286000000.0
MUFG,"Mitsubishi UFJ Financial Group, Inc.",,,1253996000000.0,178090000000.0,793238000000.0,1596636000000.0,1082526000000.0
TWX,时代华纳公司,媒体内容,19.91330562,0,5244000000.0,3925000000.0,3832000000.0,3827000000.0000005
BIDU,百度,媒体内容,48.09287099,0,18288000000.0,11596000000.0,32432000000.0,12253000000.0
ABEV,安贝夫集团,,19.63999939,0,7850000000.0,13083000000.000002,12879000000.0,12362000000.0
AVGO,安华高科技,半导体,-44.24312969,0,1784000000.0,-1861000000.0,1364000000.0,263000000.0
BLK,贝莱德集团,,24.90283462,0,5007000000.0,3170000000.0,3352000000.0000005,3264000000.0
CVS,CVS健保公司,,15.00611051,0,6623000000.0,5319000000.0,5239000000.0,4644000000.0
KHC,The Kraft Heinz Co.,,21.7153031,0,10990000000.0,647000000.0,0,672000000.0
WBK,澳洲西太平洋银行,银行,13.23952166,0,7997000000.0,7459999999.999999,8068000000.000001,7625000000.0
EFA,EAFE指数ETF-iShares MSCI,股权,5.80752366,0,11070000000.0,-4633000000.0,-185000000.0,6634999999.999999
SBUX,星巴克公司,零售,27.4666667,0,2885000000.0,2819000000.0,2759000000.0,2068000000.0
DVMT,"Dell Technologies, Inc.",,-39.09876524,-3854999999.9999995,-1718000000.0,-1104000000.0,-1221000000.0,-1705000000.0
BNS,加拿大丰业银行,银行,13.3837479,0,8243000000.000001,7368000000.000001,7213000000.0,7298000000.0
DHR,丹纳赫公司,,27.59177985,0,2492000000.0,2554000000.0,3357000000.0,2598000000.0
SNE,索尼,计算机硬件,-176.99999519,547279000000.0,127560999999.99998,209715000000.0,-49004000000.0,-68841000000.0
BIIB,百健艾迪股份有限公司,生物技术,20.39102156,0,2670000000.0,3696000000.0,3593000000.0,2942000000.0
CHTR,特许通讯公司,媒体内容,18.78620804,0,10115000000.0,3745000000.0000005,-271000000.0,-183000000.0
WBA,"Walgreens Boots Alliance, Inc.",,18.51587259,0,4101000000.0,4190999999.9999995,4279000000.0,2030999999.9999998
VXXB,Barclays Bank PLC iPath Series B S&#38;P 500 VIX Short-Term Futu,,,0,-1294000000.0,3327000000.0000005,914000000.0,853999999.9999999
CEO,中国海洋石油总公司,油气,1545.79999528,0,24677000000.0,637000000.0,20246000000.0,60199000000.0
ANTM,"Anthem, Inc.",,28.65906744,0,3843000000.0,2470000000.0,2560000000.0,2570000000.0
SCHW,嘉信理财公司,多元化金融服务,38.85496469,0,2354000000.0,1889000000.0,1447000000.0,1321000000.0
VALE,淡水河谷公司,钢铁,15.66265092,0,17670000000.0,13296000000.0,-45997000000.0,219000000.0
BDX,碧迪公司,医疗保健产品,42.11647013,0,1100000000.0,976000000.0,695000000.0,1185000000.0
PBR,巴西石油公司,油气,-14.67123255,0,377000000.0,-13044999999.999998,-35171000000.0,-21924000000.0
IRDMB,"Iridium Communications, Inc.",,775.28091134,0,0,0,0,0
PNC,PNC金融服务集团,银行,19.80136976,0,5388000000.0,3985000000.0,4143000000.0,4207000000.0
AMT,美国电塔,,76.34848319,0,1225000000.0,969999999.9999999,672000000.0,802999999.9999999
EOG,依欧格资源公司,,-57.96464421,0,2583000000.0,-1097000000.0,-4525000000.0,2915000000.0
BSBR,桑坦德巴西分行,银行,14.22580585,0,9138000000.0,7465000000.000001,9834000000.0,5708000000.0
FDX,联邦快递集团,,35.12659958,4572000000.0,2997000000.0,1820000000.0,1050000000.0,2324000000.0
SU,森科能源公司,油气,201.65000615,0,0,445000000.0,-1995000000.0,2699000000.0
CNI,加拿大国家铁路公司,运输,25.44000026,0,0,3640000000.0,3538000000.0000005,3167000000.0
AABA,新雅虎公司,,,0,24718000000.0,-209000000.0,-4351000000.0,7531999999.999999
AET,安泰保险,健康护理服务,31.02340177,0,1905000000.0,2256000000.0,2395000000.0,2045000000.0
SYK,史赛克公司,医疗保健产品,39.07586194,0,1019999999.9999999,1647000000.0,1439000000.0,515000000.00000006
CELG,新基公司,生物技术,36.29317365,0,2940000000.0,1998999999.9999998,1602000000.0,2000000000.0
CSX,CSX运输,,40.71270982,0,5471000000.0,1714000000.0,1968000000.0,1927000000.0
AGN,艾尔建制药公司,生物技术和制药,4.86118399,0,-4119000000.0,14979000000.0,3919000000.0,-1630000000.0
TJX,TJX公司,零售,29.00288941,2608000000.0,2298000000.0,2278000000.0,2215000000.0,2137000000.0
EPD,Enterprise Products Partners LP,,23.99166648,0,2856000000.0,2553000000.0,2558000000.0,2834000000.0
MDLZ,亿滋国际公司,,40.67619145,0,2936000000.0,1669000000.0000002,7291000000.0,2201000000.0
ADP,自动数据处理公司,商业服务,38.319893,1621000000.0,1732999999.9999998,1493000000.0,1453000000.0,1516000000.0
CB,丘博保险公司,保险,15.11161161,0,3861000000.0,4135000000.0,2834000000.0,2853000000.0
VMW,威睿公司,软件,54.27338361,570000000.0,1186000000.0,0,997000000.0000001,886000000.0
ENB,安桥公司,,24.8482742,0,0,0,0,1607999999.9999998
PBR.A,巴西石油公司,,,0,377000000.0,-13044999999.999998,-35171000000.0,-21924000000.0
VOD,沃达丰集团公司,电信,-7.9650355,2788000000.0,-6079000000.0,-5122000000.0,7477000000.0,59420000000.00001
VWO,新兴市场ETF-Vanguard MSCI,股权,26.50000107,0,14518000000.0,5408000000.0,-10676000000.0,1804000000.0
OXY,西方石油公司,,-104.7333374,0,1311000000.0,-574000000.0,-7829000000.000001,630000000.0
ISRG,直觉外科公司,医疗保健产品,28.02562711,0,660000000.0,736000000.0,589000000.0,419000000.00000006
DUK,杜克能源公司,电力,26.37179545,0,3064000000.0,2170000000.0,2831000000.0,1889000000.0
CL,高露洁棕榄有限公司,,24.81617621,0,2174000000.0,2586000000.0,1548000000.0,2339000000.0
UBS,瑞士银行,,18.41666756,0,0,3286000000.0,6386000000.0,3640000000.0
CME,美国芝加哥商品交易所集团,,37.39072782,0,4063000000.0000005,1534000000.0,1247000000.0,1127000000.0
GD,通用动力,航空航天\/国防,20.32318973,0,2912000000.0,2572000000.0,3036000000.0,2533000000.0
AMX,美洲移动公司,,118.7142912,0,32155000000.0,12079000000.0,36961000000.0,47498000000.0
RTN,雷神公司,航空航天\/国防,26.7594079,0,2001000000.0000002,2213000000.0,2107000000.0,2258000000.0
PUK,英国保诚集团,保险,23.4064173,0,2390000000.0,1921000000.0,2579000000.0,2216000000.0
MON,孟山都公司,化学制品,35.05479277,0,2273000000.0,1313000000.0,2325000000.0,2762000000.0
AMOV,America Movil SAB de CV,,115.71429067,0,32155000000.0,12079000000.0,36961000000.0,47498000000.0
TMUS,"T-Mobile US, Inc.",,38.99408242,0,4536000000.0,1460000000.0,733000000.0,247000000.00000003
AGG,债券指数ETF-iShares Barclays综合国债,股权,-35.25165555,67393100.0,378000000.0,480000000.0,983000000.0,-9498800.0
SPG,西蒙地产集团,,30.40545131,0,2245000000.0,2135000000.0000002,2139000000.0,1652000000.0
MU,美光科技公司,半导体,73.6093776,0,5090000000.0,-275000000.0,2899000000.0,3079000000.0
SMFG,三井住友金融集团,银行,10.55405384,889598000000.0,740586000000.0,952821999999.9999,868015000000.0,963889000000.0
PSX,菲利普66公司,,39.53424638,0,5248000000.0,1644000000.0000002,4279999999.9999995,4797000000.0
AED,AEGON NV,,-84.38709563,0,2469000000.0,437000000.0,766000000.0,1003999999.9999999
INTU,财捷集团,软件,55.88440801,0,971000000.0000001,978999999.9999999,365000000.0,907000000.0
AEH,AEGON NV,,104.04000092,0,2469000000.0,437000000.0,766000000.0,1003999999.9999999
AEK,AEGON NV,,159.6874988,0,2469000000.0,437000000.0,766000000.0,1003999999.9999999
HMC,本田汽车公司,汽车制造,14.08450629,1128639000000.0,679394000000.0,406358000000.0,561098000000.0,665911000000.0
ATVI,动视暴雪公司,软件,54.0234399,0,273000000.0,966000000.0,892000000.0,835000000.0
TSLA,特斯拉,汽车制造,-65.27778017,0,-2241000000.0,-773000000.0,-889000000.0,-294000000.0
BMO,蒙特利尔银行,银行,14.29629567,0,5350000000.0,4631000000.0,4405000000.0,4333000000.0
LVS,金沙集团,住宿,31.36190648,0,3261000000.0,2016000000.0,2386000000.0,3588000000.0000005
ING,荷兰国际集团,保险,10.34883781,0,4987000000.0,4726000000.0,4079000000.0,1042000000.0
BK,纽约梅隆银行公司,,16.40952288,0,4114000000.0,3547999999.9999995,3222000000.0,2651000000.0
NOC,诺斯洛普&#8226;格鲁门公司,航空航天\/国防,24.15012508,0,2014999999.9999998,2200000000.0,1989999999.9999998,2069000000.0000002
AEB,AEGON NV,,-80.83870733,0,2469000000.0,437000000.0,766000000.0,1003999999.9999999
SPGI,标普全球,,25.58060443,0,1638000000.0,2228000000.0,1268000000.0,-13000000.0
GM,通用汽车公司,汽车制造,6.06333351,0,-3882000000.0,9268000000.0,9615000000.0,4018000000.0
BTI,英美烟草公司,农业,17.31935493,0,37704000000.0,4839000000.0,4522000000.0,3393000000.0
EL,雅诗兰黛公司,化妆品\/护理,47.03806142,0,1256000000.0,1121000000.0,1094000000.0,1209000000.0
ESRX,快捷药方公司,制药,16.21335836,0,4532000000.0,3428000000.0,2500000000.0,2035000000.0000002
NSC,诺福克南方公司,运输,30.97331154,0,5404000000.0,1668000000.0,1556000000.0,2000000000.0
IJH,标普中型股400指数ETF-iShares,股权,8.02716711,4247999999.9999995,5898000000.0,-1098000000.0,2398000000.0,3363000000.0000005
ABB,阿西布朗勃法瑞公司,,25.61363754,0,2365000000.0,2034000000.0,2055000000.0,2718000000.0
ILMN,"Illumina, Inc.",生物技术,106.14984103,0,428000000.0,458000000.0,0,353000000.0
SO,美国南方公司,电力,18.41960867,0,888000000.0000001,2484000000.0,2381000000.0,1963000000.0
VLO,瓦莱罗能源,油气,22.51521377,0,4156000000.0,2417000000.0,4101000000.0,3711000000.0
BSX,波士顿科学,,137.63999939,0,104000000.0,347000000.0,-239000000.0,-119000000.0
COF,第一资本金融公司,,14.39332367,0,1982000000.0,3751000000.0,4050000000.0,4428000000.0
CCI,冠城国际,电信,119.85263373,0,445000000.0,357000000.0,1524000000.0,399000000.0
EMR,美国艾默生电气公司,电力组件与设备,30.3076922,0,1550000000.0,1664000000.0,2733000000.0,2184000000.0
D,道明尼资源公司,,20.85755779,0,3257000000.0,2212000000.0,0,1326000000.0
AIG,美国国际集团,保险,-67.41026123,0,-6056000000.0,-349000000.0,2222000000.0,7523999999.999999
ITW,伊利诺工具集团,,24.46140304,0,1687000000.0,2035000000.0000002,1898999999.9999998,2946000000.0
MET,大都会人寿公司,保险,72.92063329,0,0,0,0,6336000000.0
INFY,印孚瑟斯技术公司,,22.66666641,2486000000.0,2139999999.9999998,2052000000.0,2013000000.0,1751000000.0000002
CI,信诺,健康护理服务,26.19471416,0,2232000000.0,1843000000.0,2077000000.0,2094000000.0000002
JD,京东,,-80.55000185,0,-288000000.0,-3854999999.9999995,-9118000000.0,-4996000000.0
HCA,HCA控股,健康护理服务,18.0232882,0,2743000000.0,3432000000.0,2696000000.0,2373000000.0
DE,迪尔股份有限公司,机械-多元,30.43073589,0,2159000000.0,1521000000.0,1941000000.0,3163000000.0
WPZ,Williams Partners LP,,-278.64704961,0,975000000.0,519000000.00000006,-1358000000.0,1284000000.0
IEMG,iShares Core MSCI Emerging Markets ETF,股权,,0,5918000000.0,1404000000.0,0,630000000.0
VRTX,福泰制药,生物技术,-382.78260573,0,91635000.0,-84031000.0,-588000000.0,-743000000.0
PX,普莱克斯公司,化学制品,29.95009446,0,1308000000.0,1538000000.0,1591000000.0,1746000000.0
HUM,休曼纳公司,卫生保健设施,79.7592092,0,2448000000.0,614000000.0,1276000000.0,1147000000.0
MFG,瑞穗金融集团,银行,7.44680853,608325000000.0,646457000000.0,725702000000.0,685640000000.0,770395000000.0
