code,name,pe,pb,eps
BHV,BlackRock Virginia Municipal Bon,47.383899,1.099747,0.351955
OGIG,O'Shares Global Internet Giants ETF,0.0,0.0,0.0
WTID,ProShares Daily 3x Inverse Crude ETN,0.0,0.0,0.0
MIW,Eaton Vance Michigan Municipal,30.753937,0.873307,0.423484
ISDR,Issuer Direct Corporation,25.883802,4.15753,0.579513
EMJ,Eaton Vance New Jersey Municip,32.947055,0.876425,0.369077
BRG,Bluerock Residential Growth REIT Inc,0.0,1.89953,-3.087756
KURE,KraneShares MSCI All China Health Care Index ETF,0.0,0.0,0.0
KEMQ,KraneShares Emerging Markets Consumer Technology Index ETF,0.0,0.0,0.0
GARD,Reality Shares DIVCON Dividend Guard ETF,0.0,0.0,0.0
NUEM,NuShares ESG Emerging Markets Equity ETF,0.0,0.0,0.0
EXIV,VelocityShares 1x Daily Inverse VSTOXX Futures ETN,0.0,0.0,0.0
ONLN, ProShares Online Retail ETF,0.0,0.0,0.0
EYLD,Cambria Emerging Shareholder Yield ETF,0.0,0.0,0.0
CLIX,ProShares Long Online/Short Stores ETF,0.0,0.0,0.0
GGN,GAMCO Global Gold Natural Resour,12.652676,0.936601,0.376205
XLC,The Communication Services Select Sector SPDR Fund,0.0,0.0,0.0
FDHY,Fidelity High Yield Factor ETF,0.0,0.0,0.0
FLQS,Franklin LibertyQ U.S. Small Cap Equity ETF,0.0,0.0,0.0
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,0.0,0.0,0.0
EMDV,ProShares MSCI Emerging Markets Dividend Growers ETF,0.0,0.0,0.0
VMM,Delaware Investments Minnesota M,31.330292,0.865538,0.394267
NAK,Northern Dynasty Minerals Ltd,0.0,1.336972,-0.12
BOSS,Global X Founder-Run Companies ETF,0.0,6e-05,0.0
EMTY,ProShares Decline of the Retail Store ETF,0.0,0.0,0.0
COMB,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,0.0,0.0,0.0
EIV,Eaton Vance Municipal Bond Fun,51.590169,0.911479,0.230164
FFTI,Formula Folios Income ETF,0.0,0.0,0.0
GPL,Great Panther Silver Ltd,0.0,1.665512,-0.03
WTIU,ProShares Daily 3x Long Crude ETN,0.0,0.0,0.0
ORM,Owens Realty Mortgage Inc.,0.0,0.727915,-0.095172
TTAI,TrimTabs All Cap International Free-Cash-Flow ETF,0.0,0.0,0.0
DIVO,Amplify YieldShares CWP Dividend & Option Income ETF,0.0,0.0,0.0
EMMF,WisdomTree Emerging Markets Multifactor Fund,0.0,0.0,0.0
VKI,Invesco Advantage Municipal Income Trust II,24.700458,0.91398,0.436834
AGT,iShares MSCI Argentina and Global Exposure ETF,0.0,0.0,0.0
FRD,Friedman Industries Inc,11.399922,0.948704,0.855269
BLOK,Amplify Transformational Data Sharing ETF,0.0,0.0,0.0
BJUL,Innovator S&P 500 Buffer ETF,0.0,0.0,0.0
BDR,Blonder Tongue Laboratories Inc,0.0,1.618745,-0.032223
IAGG,iShares International Aggregate Bond Fund,0.0,0.0,0.0
JPED,JPMorgan Event Driven ETF,0.0,0.0,0.0
CLTL,PowerShares Treasury Collateral Portfolio,0.0,0.0,0.0
USHY, iShares Broad USD High Yield Corporate Bond ETF,0.0,0.0,0.0
IEHS,iShares Evolved U.S. Healthcare Staples ETF,0.0,0.0,0.0
XUSA,QuantX Dynamic Beta US Equity ETF,0.0,0.0,0.0
XU,Elkhorn S&P MidCap Utilities Portfolio,0.0,0.0,0.0
XS,Elkhorn S&P MidCap Consumer Staples Portfolio,0.0,0.0,0.0
XRA,Exeter Resource Corp,0.0,10.177213,-0.06
XMX,WisdomTree Global ex-Mexico Equity Fund,0.0,0.0,0.0
XM,Elkhorn S&P MidCap Materials Portfolio,0.0,0.0,0.0
XF,Elkhorn S&P MidCap Financials Portfolio,0.0,0.0,0.0
XD,Elkhorn S&P MidCap Consumer Discretionary Portfolio,0.0,0.0,0.0
WFIG,WisdomTree Fundamental U.S. Corporate Bond Fund,0.0,0.0,0.0
WFHY,WisdomTree Fundamental U.S. High Yield Corporate Bond Fund,0.0,0.0,0.0
VSL,Volshares Large Cap ETF,0.0,0.0,0.0
VGFO,Virtus WMC Global Factor Opportunities ETF,0.0,0.0,0.0
VCF,Delaware Investments Colorado Mu,22.746747,0.986223,0.645811
VALQ,American Century STOXX U.S. Quality Value ETF,0.0,0.0,0.0
ULBR,Citigroup Global Markets Holdings Inc.,0.0,0.0,0.0
UJUL,Innovator S&P 500 Ultra Buffer ETF,0.0,0.0,0.0
TLDH,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,0.0,0.0,0.0
TFIV,Global X MSCI Colombia ETF,0.0,0.0,0.0
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,0.0,0.0,0.0
STS,Supreme Industries Inc,23.696682,2.989438,0.8862
SGB,Southwest Georgia Financial Corp,14.33827,1.384165,1.59015
SFIG,WisdomTree Fundamental U.S. Short-Term Corporate Bond Fund,0.0,0.0,0.0
SFHY,WisdomTree Fundamental U.S. Short-Term High Yield Corporate Bond Fund,0.0,0.0,0.0
RIDV,Oppenheimer International Ultra Dividend Revenue ETF,0.0,0.0,0.0
RIC,Richmont Mines Inc,46.738071,3.588056,0.2054
REDV,Oppenheimer Emerging Markets Ultra Dividend Revenue ETF,0.0,0.0,0.0
RBUS,Nationwide Risk-Based U.S. Equity ETF,0.0,0.0,0.0
RBIN,Nationwide Risk-Based International Equity ETF,0.0,0.0,0.0
QXTR,QuantX Risk Managed Multi-Asset Total Return ETF,0.0,0.0,0.0
QXRR,QuantX Risk Managed Real Return ETF,0.0,0.0,0.0
QXMI,QuantX Risk Managed Multi-Asset Income ETF,0.0,0.0,0.0
QXGG,QuantX Risk Managed Growth ETF,0.0,0.0,0.0
QDIV,Global X S&P 500 Quality Dividend ETF,0.0,0.0,0.0
PYPE,UBS ETRACS NYSE Pickens Core Midstream Index,0.0,0.0,0.0
PSMM,PowerShares Moderately Conservative Multi-Asset Allocation Portfolio,0.0,0.0,0.0
PSMC,PowerShares Conservative Multi-Asset Allocation Portfolio,0.0,0.0,0.0
PRID,InsightShares LGBT Employment Equality ETF,0.0,0.0,0.0
PPTB,Portfolio Total Bond Markets ETF,0.0,0.0,0.0
PPMC,Portfolio S&PA Mid Cap ETF,0.0,0.0,0.0
PPEM,Portfolio Emerging Markets ETF,0.0,0.0,0.0
PHF,Pacholder High Yield Fund Inc,6.045454,0.0,1.32
PGMB,iPath Series B Bloomberg Platinum Subindex Total Return ETN,0.0,0.0,-0.399
PFFD,Global X U.S. Preferred ETF,0.0,0.0,0.0
PEXL,Pacer US Export Leaders ETF,0.0,0.0,0.0
PBUS,PowerShares PureBeta MSCI USA Portfolio,0.0,0.0,0.0
PBTP,PowerShares PureBeta 0-5 Yr US TIPS Portfolio,0.0,0.0,0.0
PBSM,PowerShares PureBeta MSCI USA Small Cap Portfolio,0.0,0.0,0.0
PBND,PowerShares PureBeta US Aggregate Bond Portfolio,0.0,0.0,0.0
PBEE,PowerShares PureBeta FTSE Emerging Markets Portfolio,0.0,0.0,0.0
PBDM,PowerShares PureBeta FTSE Developed ex-North America Portfolio,0.0,0.0,0.0
OSCV,Opus Small Cap Value Plus ETF,0.0,0.0,0.0
OPER,ClearShares Ultra-Short Maturity ETF,0.0,0.0,0.0
OILX,UBS ETRACS S&P GSCI Crude Oil Total Return Index,0.0,0.0,0.0
NZF,Nuveen Dividend Advantage Munici,18.149266,0.95651,0.814909
NSAT,Norsat International Inc,20.535714,1.692124,0.56
NHS,纽伯格伯曼高地策略基金,61.317775,0.857787,0.178741
NEN,New England Realty Associates LP,54.086342,-6.888739,1.203631
NBO,Neuberger Berman New York Interm,228.765215,0.86286,0.051013
MXDU,Nationwide Maximum Diversification U.S. Core Equity ETF,0.0,0.0,0.0
MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity ETF,0.0,0.0,0.0
MMIT,IQ MacKay Shields Municipal Intermediate ETF,0.0,0.0,0.0
MMIN,IQ MacKay Shields Municipal Insured ETF,0.0,0.0,0.0
MLQD,iShares 5-10 Year Investment Grade Corporate Bond ETF,0.0,0.0,0.0
LVUS,Hartford Multifactor Low Volatility US Equity ETF,0.0,0.0,0.0
LVIN,Hartford Multifactor Low Volatility International Equity ETF,0.0,0.0,0.0
LLQD,iShares 10+ Year Investment Grade Corporate Bond ETF,0.0,0.0,0.0
LAQ,Aberdeen Latin America Equity Fund Inc,3.864731,0.904713,6.82583
KORP,American Century Diversified Corporate Bond ETF,0.0,0.0,0.0
KMED,KraneShares Emerging Markets Healthcare Index ETF,0.0,0.0,0.0
KLDX,Klondex Mines Ltd,21.6,1.366618,0.1
KGRN,KraneShares MSCI China Environment Index ETF,0.0,0.0,0.0
KCCB,KraneShares CCBS China Corporate High Yield Bond USD Index ETF,0.0,0.0,0.0
ISL,Aberdeen Israel Fund Inc,4.809479,0.860157,3.883997
INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,0.0,0.0,0.0
IMUC,ImmunoCellular Therapeutics Ltd,0.151452,2.875236,1.551649
IG,Igi Laboratories Inc,413.166676,0.0,0.06
IF,Aberdeen Indonesia Fund Inc,6.831661,0.861081,1.04367
IEFN,iShares Evolved U.S. Financials ETF,0.0,0.0,0.0
IECS,iShares Evolved U.S. Consumer Staples ETF,0.0,0.0,0.0
IAUF,iShares Gold Strategy ETF,0.0,0.0,0.0
HTRB,Hartford Total Return Bond ETF,0.0,0.0,0.0
HTM,U.S. Geothermal Inc,0.0,1.013563,-0.11852
HTAB,Hartford Schroders Tax-Aware Bond ETF,0.0,0.0,0.0
HONR, InsightShares Patriotic Employers ETF,0.0,0.0,0.0
HMOP, Hartford Municipal Opportunities ETF,0.0,0.0,0.0
HMG,HMG/Courtland Properties,3.252549,0.692456,4.734748
HCHC,"HC2 Holdings, Inc.",304.477621,5.334911,0.0201
GVP,GSE Systems,15.425819,2.23964,0.223651
GV,Goldfield Corp,15.592239,1.957621,0.301432
GUDB,Sage ESG Intermediate Credit ETF,0.0,0.0,0.0
GSTC,Gastar Exploration,0.0,-0.128818,-0.421675
GSD,WisdomTree Global SmallCap Dividend Fund,0.0,0.0,0.0
GRF,Eagle Capital Growth Fund Inc,13.818968,0.87669,0.561547
GMFL,Guggenheim Multi-Factor Large Cap ETF,0.0,0.0,0.0
GLV,Clough Global Allocation Fund,23.208151,0.932575,0.545498
GLU,Gabelli Global Utility & Income,90.965142,0.962663,0.217336
GIG,"GigCapital, Inc.",0.0,8.139007,-0.145298
FSI,Flexible Solutions International,18.154718,1.074045,0.089233
FNGO,Bank of Montreal MicroSectors FANG Index 2X Leveraged,0.0,0.0,0.0
FMDG,Fieldstone Merlin Dynamic Large Cap Growth ETF,0.0,0.0,0.0
FLTW,Franklin FTSE Taiwan ETF,0.0,0.0,0.0
FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF,0.0,0.0,0.0
FLMX,Franklin FTSE Mexico ETF,0.0,0.0,0.0
FLMI,Franklin Liberty Intermediate Municipal Opportunities ETF ,0.0,0.0,0.0
FLMB,Franklin Liberty Municipal Bond ETF,0.0,0.0,0.0
FLKR,Franklin FTSE South Korea ETF,0.0,0.0,0.0
FLJH,Franklin FTSE Japan Hedged ETF,0.0,0.0,0.0
FLIY,Franklin FTSE Italy ETF,0.0,0.0,0.0
FLIO,Franklin Liberty International Opportunities ETF,0.0,0.0,0.0
FLHY,Franklin Liberty High Yield Corporate ETF ,0.0,0.0,0.0
FLFR,Franklin FTSE France ETF,0.0,0.0,0.0
FLEH,Franklin FTSE Europe Hedged ETF,0.0,0.0,0.0
FLCA,Franklin FTSE Canada ETF,0.0,0.0,0.0
FLBL,Franklin Liberty Senior Loan ETF,0.0,0.0,0.0
EVV,Eaton Vance Limited Duration Inc,21.27047,0.866737,0.600833
EVIX,VelocityShares 1x Long VSTOXX Futures ETN,0.0,0.0,0.0
EVBN,埃文斯万通金控,19.173172,1.843498,2.464381
ERC,Wells Fargo Advantage Multi-Se,14.810201,0.888901,0.837936
EMX,Eurasian Minerals Inc,0.0,2.952423,-0.0194
EKAR,Innovation Shares NextGen Vehicles & Technology ETF,0.0,0.0,0.0
EIM,Eaton Vance Municipal Bond Fun,32.91698,0.889044,0.35787
EGAS,Gas Natural,0.0,1.44271,-0.06
DMRS,DeltaShares S&P 600 Managed Risk ETF,0.0,0.0,0.0
DMRI,DeltaShares S&P International Managed Risk ETF,0.0,0.0,0.0
DLBR,Citigroup Global Markets Holdings Inc,0.0,0.0,0.0
DGSE,DGSE Cos,8.862589,2.089364,0.073342
DFND,Reality Shares DIVCON Dividend Defender ETF,0.0,0.0,0.0
DEZU,iShares Adaptive Currency Hedged MSCI Eurozone ETF,0.0,0.0,0.0
DEWJ,iShares Adaptive Currency Hedged MSCI Japan ETF,0.0,0.0,0.0
DEFA,iShares Adaptive Currency Hedged MSCI EAFE ETF,0.0,0.0,0.0
DDJP,WisdomTree Dynamic Currency Hedged Japan Equity Fund,0.0,0.0,0.0
CWAI,StrongVest ETF,0.0,0.0,0.0
CUO,Continental Materials Corp,0.0,0.549093,-1.684073
CTO,Consolidated-Tomoka Land,6.793662,1.661635,9.126153
CRF,Cornerstone Total Return Fund Inc,12.28831,1.177232,1.16208
CQP,Cheniere Energy Partners L.P.,17.745707,25.867135,2.177428
COMG,GraniteShares S&P GSCI Commodity Broad Strategy No K-1 ETF,0.0,0.0,0.0
COHN,Cohen & Company Inc.,0.0,0.287798,-0.389289
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,0.0,0.0,0.0
CIX,CompX国际,11.00376,1.181431,1.245029
BTX,BioTime Inc,0.0,3.22907,-1.06541
BTN,Ballantyne Strong Inc,0.0,1.760712,-0.876667
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,0.0,0.0,0.0
BLJ,BlackRock New Jersey Municipal B,15.168226,0.885923,0.897277
BKTI,"BK Technologies, Inc...",0.0,1.695543,-0.231651
BKJ,Bancorp of New Jersey Inc,32.201632,1.452925,0.531029
BERN,Bernstein U.S. Research Fund,0.0,0.0,0.0
BDRY,Breakwave Dry Bulk Shipping ETF,0.0,0.0,0.0
BDL,Flanigans Enterprises Inc,14.487753,1.478231,1.898155
AST,"Asterias Biotherapeutics, Inc.",0.0,2.867221,-0.423747
AIII,ACRE Realty Investors Inc,0.0,0.86037,-0.13
ABE,Aberdeen Emerging Markets Smaller Company Opportunities Fund,10.35282,0.95396,1.41942
FIVA,Fidelity ETF,0.0,0.0,0.0
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,0.0,0.0,0.0
HSRT,Hartford Funds Exchange-Traded Trust,0.0,0.0,0.0
DMRL,DeltaShares S&P 500 Managed Risk ETF,0.0,0.0,0.0
JPST,JPMorgan Ultra-Short Income ETF,0.0,0.0,0.0
GBIL,Goldman Sachs ETF Trust,0.0,0.0,0.0
AIIQ,AI Powered International Equity ETF,0.0,0.0,0.0
ONTL,O'Shares FTSE Russell International Quality Dividend ETF,0.0,0.0,0.0
PJUL,Innovator S&P 500 Power Buffer ETF,0.0,0.0,0.0
NUAG,NuShares ETF Trust Enhanced Yield US Aggregate Bond ETF,0.0,0.0,0.0
PSMB,PowerShares Balanced Multi-Asset Allocation Portfolio,0.0,0.0,0.0
DYB,WisdomTree Dynamic Bearish U.S. Equity Fund,0.0,0.0,0.0
NVG,Nuveen Dividend Advantage Muni,15.469096,0.939706,0.966443
RPUT,WisdomTree CBOE Russell 2000 PutWrite Strategy Fund,0.0,0.0,0.0
NJV,Nuveen New Jersey Municipal Value Fund,24.668459,0.851226,0.522935
EWSC,Guggenheim S&P SmallCap 600 Equal Weight ETF,135.826084,0.0,0.46
SPYX,SPDR S&P 500 Fossil Fuel Free ETF,0.0,0.0,0.0
PUTW,WisdomTree Trust,0.0,0.0,0.0
LEAD,Reality Shares DIVCON Leaders Dividend ETF,0.0,0.0,0.0
BTI,英美烟草,1.91114,1.048838,24.869968
IBDS,iShares iBonds Dec 2027 Term Corporate ETF,0.0,0.0,0.0
EVP,Eaton Vance Pennsylvania Municip,0.0,0.874745,-0.019716
BEMO,Aptus Behavioral Momentum ETF,0.0,0.0,0.0
EIA,Eaton Vance California Municip,63.944702,0.863896,0.168114
JPHY,JPMorgan Disciplined High Yield ETF,0.0,0.0,0.0
USTB,USAA Core Short-Term Bond ETF,0.0,0.0,0.0
HYLB,DBX ETF Trust,0.0,0.0,0.0
FFIU,Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF,0.0,0.0,0.0
TMP,Tompkins Financial,21.414508,2.26879,4.085548
LBY,Libbey Inc,0.0,3.072051,-3.855037
SMMV,iShares Edge MSCI Min Vol USA Small-Cap ETF,0.0,0.0,0.0
DEEF,DBX ETF Trust,0.0,0.0,0.0
MVF,BlackRock MuniVest Fund,24.064076,0.935872,0.366937
EAD,Wells Fargo Advantage Income,22.028839,0.895128,0.365884
CCOR,Cambria Core Equity ETF,0.0,0.0,0.0
HNW,Pioneer Diversified High Income,22.233875,0.868561,0.66745
OUSM,O'Shares FTSE Russell Small Cap Quality Dividend ETF,0.0,0.0,0.0
ERH,Wells Fargo Advantage Utilitie,18.297817,1.030339,0.699925
WBIY,Absolute Shares Trust,0.0,0.0,0.0
CLM,Cornerstone Strategic Value Fund,11.596999,1.14382,1.231353
FDRR,Fidelity Covington Trust Dividend ETF for Rising Rates,0.0,0.0,0.0
HUSA,休斯敦能源,0.0,1.761093,-0.025588
PRK,Park National Corp,16.10693,2.283114,6.82315
BLE,BlackRock Municipal Income Trust,21.282423,0.919214,0.635266
NBH,Neuberger Berman Intermediate Mu,37.809263,0.898453,0.354675
CEFS,Exchange Listed Funds Trust ETF,0.0,0.0,0.0
GSJY,Goldman Sachs ActiveBeta Japan Equity ETF,0.0,0.0,0.0
EMI,Eaton Vance Michigan Municipal I,325.299683,0.881338,0.039625
NULG,NuShares ESG Large-Cap Growth ETF,0.0,0.0,0.0
SPAB,SPDR Barclays Aggregate Bond ETF,0.0,0.0,0.0
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,0.0,0.0,0.0
NYH,Eaton Vance New York Municipal,56.865419,0.846257,0.187636
DHY,Credit Suisse High Yield Bond Fund,16.268476,0.972731,0.161355
HYGV,FlexShares High Yield Value-Scored Bond Index Fund,0.0,0.0,0.0
FPEI,First Trust Institutional Preferred Securities and Income ETF,0.0,0.0,0.0
DMRM,DeltaShares S&P 400 Managed Risk ETF,0.0,0.0,0.0
MHE,Massachusetts Health & Education,28.832181,0.922999,0.430075
IPB,Merrill Lynch Depositor Inc 6.05,0.0,0.00063,0.0
NUBD,NuShares ESG U.S. Aggregate Bond ETF,0.0,0.0,0.0
BATT, Amplify Advanced Battery Metals and Materials ETF,0.0,0.0,0.0
SCHK,Schwab 1000 Index ETF,0.0,0.0,0.0
PSMG,PowerShares Growth Multi-Asset Allocation Portfolio,0.0,0.0,0.0
BIBL,Inspire 100 ETF,0.0,0.0,0.0
ISMD,Inspire Small/Mid Cap Impact ETF,0.0,0.0,0.0
ONEV,SPDR Russell 1000 Low Volatility Focus ETF,0.0,0.0,0.0
FIBR,iShares Edge U.S. Fixed Income Balanced Risk ETF,0.0,0.0,0.0
OILK,ProShares K-1 Free Crude Oil Strategy ETF,0.0,0.0,0.0
NPN,Nuveen Pennsylvania Municipal Value Fund,34.412439,0.913489,0.3923
VMOT,Alpha Architect Value Momentum Trend ETF,0.0,0.0,0.0
BUY,USCF SummerHaven SHPEI Index Fund,0.0,0.0,0.0
NMZ,Nuveen Municipal High Income Opp,16.098543,0.993013,0.80939
SBI,Western Asset Intermediate Muni,226.096152,0.863629,0.03786
NANR,SPDR Index Shares Funds,0.0,0.0,0.0
CET,Central Securities Corp,6.190263,0.877168,4.762318
GLDM,SPDR Gold MiniShares Trust,0.0,0.0,0.0
IEDI,iShares Evolved U.S. Discretionary Spending ETF,0.0,0.0,0.0
FIHD,UBS FI Enhanced Global High Yield,0.0,0.0,0.0
NULV,NuShares ESG Large-Cap Value ETF,0.0,0.0,0.0
SHE,SPDR SSGA Gender Diversity Index ETF,0.0,0.0,0.0
UCON,First Trust TCW Unconstrained Plus Bond ETF,0.0,0.0,0.0
EWMC,Guggenheim S&P MidCap 400 Equal Weight ETF,0.0,0.0,0.0
EVM,Eaton Vance California Municipal,41.57679,0.867003,0.249418
IRT,Independence Realty Trust Inc,63.968668,1.449538,0.16086
FUT,ProShares Managed Futures Strategy ETF,0.0,0.0,0.0
FDLO,Fidelity Covington Trust Low Volatility Factor ETF,0.0,0.0,0.0
HYLV,IQ S&P High Yield Low Volatility Bond ETF,0.0,0.0,0.0
BFY,BlackRock New York Municipal Inc,23.316516,0.84974,0.549396
TTAC,TrimTabs Float Shrink ETF,0.0,0.0,0.0
MAB,Eaton Vance Massachusetts Muni,82.391833,0.864744,0.153656
IBMM,iShares iBonds Dec 2024 Term Muni Bond ETF,0.0,0.0,0.0
FVAL,Fidelity Covington Trust Value Factor ETF,0.0,0.0,0.0
PFFR,ETFIS Series Trust I ETF,0.0,0.0,0.0
NUMG,NuShares ESG Mid-Cap Growth ETF,0.0,0.0,0.0
UITB,USAA Core Intermediate-Term Bond ETF,0.0,0.0,0.0
AAAU,Perth Mint Physical Gold ETF,0.0,0.0,0.0
IEIH,iShares Evolved U.S. Innovative Healthcare ETF,0.0,0.0,0.0
DRSK,Aptus Defined Risk ETF,0.0,0.0,0.0
DJD,Claymore Exchange-Traded Fund Trust,0.0,0.0,0.0
