code,name,pe,pb,eps
MOC,Command Security Corp,0.0,1.767136,-0.079594
OGEN,Oragenics Inc.,0.0,-2.416236,-1.518749
IGC,India Globalization Capital,0.0,7.509669,-0.063766
PLX,Protalix BioTherapeutics Inc,0.0,-1.838432,-0.320562
PLG,Platinum Group Metals Ltd,0.0,-5.237935,-1.9949
XTNT,Xtant Medical Holdings Inc,0.0,5.588737,-25.545244
LEVB,Level Brands Inc.,390.867579,2.515379,0.01095
SNMP,Sanchez Production Partners LP,0.0,-2.072262,-2.339196
AIRI,Air Industries Group,0.0,2.12729,-1.245082
PFNX,Pfenex,0.0,2.051246,-1.021777
REED,Reeds Inc,0.0,-30.2649,-1.31087
LODE,Comstock Mining,0.0,0.909488,-0.201672
CAW,CCA Industries,0.0,2.404811,-0.35612
ALO,Timmins Gold Corp,0.523658,0.129373,1.3547
WRN,Western Copper and Gold Corp,0.0,1.877205,-0.03
DXR,Daxor Corp,0.0,1.609523,-0.346141
KGRN,KraneShares MSCI China Environment Index ETF,0.0,0.0,0.0
WTIU,ProShares Daily 3x Long Crude ETN,0.0,0.0,0.0
BPMX,BioPharmX Corporation,0.0,9.614402,-0.111191
TRXC,Transenterix Inc,0.0,8.221647,-0.907503
SDPI,Superior Drilling Products Inc,83.860982,4.681966,0.035535
OCX,OncoCyte Corporation,0.0,14.255739,-0.585518
NEN,New England Realty Associates LP,55.457194,-7.063338,1.203631
RLGT,Radiant Logistics,33.987893,2.08205,0.165353
FNGU,Bank Of Montreal,0.0,0.0,0.0
SHNY,Direxion Shares ETF Trust,0.0,0.0,0.0
CKX,CKX Lands,16.448429,1.368373,0.645472
TAT,TransAtlantic Petroleum Ltd,0.0,4.411564,-0.223182
NBY,NovaBay Pharmaceuticals Inc,0.0,3.220491,-0.331164
AST,"Asterias Biotherapeutics, Inc.",0.0,2.768351,-0.423747
IBIO,iBio Inc.,0.0,3.778923,-1.539366
XXII,22nd Century Group Inc,0.0,4.819972,-0.106281
PGMB,iPath Series B Bloomberg Platinum Subindex Total Return ETN,0.0,0.0,-0.399
FRD,Friedman Industries Inc,10.628235,0.884484,0.855269
ZDGE,"Zedge, Inc. Class B",0.0,2.212068,-0.156563
GSS,金星资源,0.0,22.645312,-0.13
AKG,Asanko Gold Inc.,0.0,0.404333,-0.02
VNRX,VolitionRX Ltd,0.0,7.948097,-0.623732
INFU,InfuSystems Holdings Inc,0.0,2.192624,-0.810107
BKTI,"BK Technologies, Inc...",0.0,1.523842,-0.231651
AXU,Alexco Resource Corp,0.0,1.309894,-0.04
CVRS,"Corindus Vascular Robotics, Inc.",0.0,103.849623,-0.214391
GPL,Great Panther Silver Ltd,0.0,1.871621,-0.03
NGD,New Gold,55.000001,0.271288,0.02
FLCH,Franklin FTSE China ETF,0.0,0.0,0.0
ESTE,Earthstone Energy,23.016778,0.903258,0.404922
URG,Ur-Energy Inc,0.0,3.087096,-0.02
EYLD,Cambria Emerging Shareholder Yield ETF,0.0,0.0,0.0
PBEE,PowerShares PureBeta FTSE Emerging Markets Portfolio,0.0,0.0,0.0
EMDV,ProShares MSCI Emerging Markets Dividend Growers ETF,0.0,0.0,0.0
PPEM,Portfolio Emerging Markets ETF,0.0,0.0,0.0
ELMD,Electromed,28.677703,2.448154,0.211314
KEMQ,KraneShares Emerging Markets Consumer Technology Index ETF,0.0,0.0,0.0
AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",2.393062,4.495101,2.854084
DNN,Denison Mines Corp,0.0,1.718847,-0.03
FLBR,Franklin FTSE Brazil ETF,0.0,0.0,0.0
NTIP,"Network-1 Technologies, Inc.",7.548997,1.046925,0.35104
PED,Pedevco Corp.,0.568885,1.219676,3.726591
AGT,iShares MSCI Argentina and Global Exposure ETF,0.0,0.0,0.0
UUUU,Energy Fuels Inc,0.0,1.838653,-0.5369
