code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,month_rs,price,volume_end,volume_start,year,year_rs
RGR,斯特姆-鲁格,21.707708,4.30447,2.833095,15189000,0.4893,252,0.338576255,25.83464286,5817257.635,2121299.206,21,0.293537507
HCLP,Hi-Crush Partners LP,5.618529,1.276176,2.180286,68008000,3.1519,74,0.337961326,21.74071622,27167256.22,6183405.405,6,0.263926148
FARO,法如科技,0,3.148089,-0.465955,1205000,1.3324,252,0.337694153,25.58642857,2281236.786,2785950,21,0.273987532
SDT,SandRidge Mississippian Trust I,8.492086,1.545602,0.184878,1375000,-0.2967,90,0.337502918,9.814346667,2788482.644,5210200,7,0.234294869
AMOT,Allied Motion科技,39.041068,4.849375,1.252271,4231000,0.8999,252,0.337257015,9.090972222,634487.1746,417169.0476,21,0.288925831
WWE,World Wrestling Entertainment In,123.087187,21.905859,0.668388,9945000,0.9558,228,0.33648734,16.12938596,10070081.55,3331183.333,19,0.251703832
HUN,亨斯曼材料,7.081023,2.494699,4.519121,623000000,2.4044,164,0.335529409,18.48387195,71050999.99,55782853.66,13,0.261935908
VRTS,Virtus Investment Partners,14.925791,1.793795,8.612609,23229000,828.6071,117,0.335101442,101.0447009,1574426.373,618625.8621,9,0.270567735
GOLD,Randgold Resources Limited,26.477975,1.69467,2.479797,58372000,-0.4321,195,0.334309757,57.38033333,14773312.58,13883401.03,16,0.281524984
VALE,淡水河谷,15.503566,0.433651,0.852707,331000000,1.0818,199,0.334061255,14.56457337,463816083.1,352552273.7,16,0.284831713
REGI,Renewable Energy Group,4.767925,1.282793,5.537,33850000,1.9724,81,0.333969763,10.6608642,9989715.439,7003487.5,6,0.251510571
FRD,Friedman Industries Inc,12.86145,1.070333,0.855269,3599900,8.8809,252,0.333418205,6.309775397,451124.7381,476297.6111,21,0.277066329
PRFT,Perficient,38.009409,2.610599,0.737449,5849000,1.428,231,0.333174653,11.75911255,2784860.569,3421112.174,19,0.268954284
HOLI,和利时自动化,12.085563,1.53569,1.77319,27845000,0.2828,133,0.333098129,14.44075188,6724852.209,4543366.667,11,0.254251634
CXDC,鑫达集团,5.552719,0.223995,0.603308,27224100,-0.0299,107,0.332386021,4.994158879,1700715,1837398.113,8,0.230628215
CC,Chemours Company,7.98601,7.705518,5.559723,282000000,0.7516,40,0.331873536,28.64175,44060081.4,66163028.85,3,0.246104057
ANDE,安德森斯,12.429633,1.400515,3.262365,21413000,1.8015,252,0.331781949,21.48990079,4582420.095,4683270.556,21,0.263978575
ETSY,"Etsy, Inc.",67.319085,15.868282,0.728471,3379000,-0.7104,42,0.331409259,17.83261667,46258740.67,30033523.48,3,0.223224136
SAIA,Saia Inc.,17.39774,3.064593,4.428736,30281000,0.7234,193,0.330525415,23.27414508,3868878.948,4205672.417,16,0.27536285
PAYC,"Paycom Software, Inc.",97.335747,26.836098,1.550715,35722000,0.7847,54,0.329748911,54.53435556,14315104.67,9875877.074,4,0.217120388
III,信息服务,151.02027,2.737134,0.028473,2362000,8.7443,128,0.329102939,3.26578125,2104831.813,1633012.5,10,0.260549921
SALT,Scorpio Bulkers Inc,0,0.60868,-0.231567,800000,1.0596,58,0.328678802,28.04364138,13415624.41,4474088.69,4,0.221279944
USAP,通用不锈钢和合金制品公司,15.581747,1.089737,1.861152,4038000,2.2883,252,0.328502227,19.7260119,697377.9841,838899.2063,21,0.299833561
SRCI,Synergy Resources Corp,10.430646,1.640324,0.929952,49624000,0.7763,87,0.326809647,8.095287356,63176581.23,8675583.721,7,0.259985875
BSTC,BioSpecifics生物,27.307851,4.344872,1.896158,4300700,0.6389,125,0.326594793,30.76056,787317.6984,220791.9355,10,0.274326034
BKNG,Booking Holdings,33.537268,8.627765,56.752983,977000000,0.3571,235,0.326251726,535.6194919,15712142.58,16348592.91,19,0.277328761
PANL,Universal Display Corporation,6.374766,0.983252,0.538059,6872700,2.6459,58,0.326226226,4.252722414,558174,249861.8966,4,0.19411818
NICE,耐斯系统,42.721152,3.661667,2.688598,34235000,0.6748,252,0.326202166,30.17393849,3994484.778,10522576.98,21,0.222083789
AEIS,先进能源工业公司,15.598469,3.815316,3.720878,46405000,0.0077,252,0.326126926,24.17271825,7879958.563,8548599.206,21,0.280289004
SATS,回声星通信,11.572994,1.110928,4.221898,77684000,9.9076,130,0.326043923,37.20792308,3266266.385,4589423.077,10,0.250412126
MPWR,Monolithic Power Systems,75.303832,10.756464,1.955279,24206000,0.6122,167,0.325886346,37.73796407,5900406.321,7425353.012,13,0.260345943
SQBG,Sequential Brands Group Inc.,0,0.419747,-2.955092,4689000,0.0535,61,0.325789984,7.16557377,4995259.903,2578373.2,5,0.22266911
BRKS,布鲁克自动化,16.842496,2.940536,1.760428,22606000,0.3029,252,0.325664149,17.73974206,8473260.786,11918257.14,21,0.271690419
QBAK,扩斯达,10.613781,2.409106,0.775652,474000,7.0339,220,0.325453217,18.387595,278598.3455,65651.4,18,0.259175229
RES,RPC Inc,13.80228,3.296325,1.050551,59943000,0.3673,252,0.325265957,8.087780556,27513612.1,9530118.063,21,0.278528473
TPL,Texas Pacific Land Trust Sub Sha,49.713704,43.191976,17.037556,52503000,1.58,252,0.325072557,85.05907143,292890.3889,470373.0159,21,0.27338336
PTSI,P.A.M. Transportation Services,8.929055,2.896058,6.943624,7289000,3.5301,252,0.324770292,18.51593651,300531.5952,473292.0635,21,0.277093112
BREW,Craft Brew Alliance,26.434425,2.770196,0.735783,4452000,1.5824,79,0.32441507,12.89658228,1987921.3,925735.8974,6,0.217258525
TXT,德事隆,37.832244,3.179492,1.814061,224000000,0.4641,252,0.324070386,34.25724206,62414745.61,28480873.81,21,0.218141842
AWI,阿姆斯特朗,23.240794,8.879087,2.98828,47300000,0.1453,144,0.323447186,44.735,11533852.63,6147988.889,12,0.236265896
KWR,奎克化学,70.833011,5.609265,2.503635,19370000,0.5696,252,0.3234341,45.22095238,1333467.595,409463.4921,21,0.255756198
AMED,阿米斯医疗,58.978084,9.715001,2.110784,33541000,6.4058,252,0.32339237,25.1690873,9766646.698,4411343.651,21,0.297279299
TCMD,Tactile Systems Technology Inc,187.457049,15.045571,0.344879,2572000,-0.3208,27,0.323008365,30.32694444,5178644.071,2116415.231,2,0.204309828
SHI,上石化,5.583087,1.479818,10.3115,1758000000,1.6976,252,0.322845224,26.65621905,704515.127,1237386.905,21,0.244960086
SHOO,史蒂夫·马登,24.585161,4.14095,2.371349,32445000,0.1179,252,0.322752463,16.22488095,12510938.42,16291428.07,21,0.244367297
KDMN,Kadmon Holdings LLC,0,4.447764,-0.61475,21505000,1.9637,27,0.321580069,4.317777778,13079038,3716186.308,2,0.182488468
IX,欧力士,7.025662,4.225512,11.216025,80032000000,-0.12,241,0.321531812,64.4488444,595666.7603,214406.3333,20,0.244962497
PETS,PetMed Express,18.575538,6.12236,1.991867,12582000,0.3564,222,0.321479513,13.61286036,6305169.207,4233549.55,18,0.256530842
MHK,Mohawk Industries Inc,15.490405,1.92859,12.292126,198000000,-0.2453,252,0.321168502,90.78161389,15171566.83,8465078.968,21,0.232371515
MDRX,麦赛斯医药,808.670952,2.324647,0.018314,74272000,1.5193,231,0.32103538,14.4371645,46626685.41,11217166.09,19,0.262931301
ESTE,Earthstone Energy,21.28805,0.835417,0.404922,1472000,1.0268,82,0.320924409,16.10253293,2043525.463,118592.6829,6,0.23697366
CRTO,Criteo SA,16.219785,1.862244,1.62086,14707000,0.9596,60,0.319923925,38.4825,17018752.8,11100578.57,5,0.219742553
FRTA,Forterra Inc.,30.924926,4.850856,0.294261,6994000,1.626,24,0.319666307,11.176875,10925572.17,15777686.42,2,0.197231439
ESIO,电子科技工业,5.397996,2.627671,4.23861,31143000,9.7316,252,0.318526235,17.44968254,4062324.468,5491296.032,21,0.265875161
MTH,Meritage Homes Corp,9.940174,1.043446,4.346,53838000,0.2948,252,0.318344896,28.35746032,10845315.66,6948636.508,21,0.243776004
AKAM,阿克迈,67.84612,3.611215,1.08186,43061000,-0.2412,228,0.317457135,41.00024123,60194522.27,61860252.63,19,0.275549416
CWST,Casella Waste Systems,38.498824,-33.940489,0.715866,1704000,1.0317,252,0.316990865,11.26946429,3343715.063,2548362.698,21,0.241515123
OLED,Universal Display Corporation,91.735602,8.82997,1.329909,10814000,-0.7708,64,0.316826753,66.18898438,18987808.09,11455662.72,5,0.252576551
STX,希捷科技,13.583758,9.615945,4.104166,461000000,3.0439,121,0.315960296,32.93719008,86483583.03,217355515,10,0.265869038
HEES,HE设备服务,9.799465,5.34602,3.506314,20771000,1.1028,153,0.315094714,20.41117647,5784125.857,3975110.526,12,0.275445122
SWKS,思佳讯,18.558581,4.07639,5.01062,287000000,0.1637,252,0.315067941,30.50318095,75844004.21,52785120.63,21,0.249535479
MOS,美国美盛,0,1.120491,-0.293401,68100000,-0.2987,168,0.315042217,43.86440476,84942261.9,90639929.76,14,0.26748096
DCO,杜科蒙,24.150754,1.782279,1.618169,1591000,-0.5838,252,0.314793551,20.38057937,1339615.413,672615.873,21,0.256740515
PFIE,"Profire Energy, Inc.",20.885281,2.906122,0.125926,1714300,0.306,55,0.314426062,2.069174545,3698220.964,3563048.593,4,0.249750589
IRBT,iRobot Corp.,52.270199,6.46617,2.067526,10471000,0.3249,155,0.313538082,32.76025806,11406300.18,4577340.26,12,0.259145094
HSC,哈斯科材料,58.200554,9.91912,0.471645,42711000,1.1647,252,0.313390286,24.0031746,12367732.23,6308269.841,21,0.236354176
OSUR,奥瑞许科技,65.817896,3.725718,0.245374,4121000,-0.2408,252,0.31312295,8.084761905,9412734.413,5964679.365,21,0.269141661
UBNT,厄比奎蒂,35.096317,21.518031,2.36663,70086000,0.155,84,0.312951997,40.03642857,11038272.9,13648192.86,7,0.233983963
CLR,大陆能源,18.300736,4.340009,3.579091,242000000,4.8149,137,0.312899301,36.12854015,64902845.09,43683735.29,11,0.259379946
ONCE,"Spark Therapeutics, Inc.",0,3.903001,-2.624848,80165000,2.0781,45,0.312766959,58.928,11684294.3,7718045.636,3,0.235684811
MNDO,思维终端科技,8.451911,2.404934,0.266212,1160000,-0.3843,218,0.312763424,2.607916972,1439126.881,1404182.569,18,0.250078903
AINC,Ashford Inc,0,4.812275,-3.003723,8932000,2.2352,47,0.312526811,71.80241702,72105.83333,128433.913,3,0.208364755
TTWO,Take-Two Interactive Software,81.814133,8.235654,1.637981,71693000,0.1894,252,0.312157842,23.24282381,37265358.21,30534210.32,21,0.248433519
CQP,Cheniere Energy Partners L.P.,17.78704,25.927385,2.177428,281000000,5.1087,139,0.3112283,22.88517986,5163824.071,4180213.043,11,0.22202025
TRIB,Trinity Biotech plc,0,1.239511,-1.913651,594000,-0.3415,252,0.311191335,9.814365079,1570680.206,1161135.714,21,0.231653298
RFP,Resolute Forest Products,10.033305,0.703389,1.310635,72000000,1.9863,77,0.31088204,11.13558442,6430147.897,6735673.684,6,0.232765386
JOUT,约翰逊户外,22.355208,3.639811,4.646792,23770000,0.436,252,0.309904849,20.24952381,366758.754,303730.9524,21,0.247257512
PAA,Plains All American Pipeline L.P,48.504213,2.308054,0.559539,100000000,-0.4709,239,0.309582525,18.72675732,40217267.29,11192507.56,19,0.208469743
ON,ON Semiconductor Corp.,9.584333,2.929564,2.203596,156000000,0.6557,222,0.309343045,8.499617117,139143686.3,75954045.95,18,0.262980919
USLM,United States Lime & Minerals,15.233084,1.996966,5.041658,6638000,0.2577,252,0.309315916,33.73107143,167401.8889,109920.6349,21,0.247820103
ABUS,Arbutus Biopharma Corporation,0,4.256412,-1.231085,3091000,1.1693,38,0.309280361,4.858421053,5605019.211,5353799.526,3,0.213713568
HA,夏威夷控股,5.981426,2.283085,6.921427,79480000,0.0336,124,0.309188876,18.87907258,20625928.47,13356240.32,10,0.266649503
CF,CF实业,19.814854,3.27946,2.520836,174000000,6.25,158,0.309066734,106.0975,50746392.16,40816265.82,13,0.260244859
KS,KapStone造纸,10.968772,2.764023,3.127971,53183000,1.6893,105,0.309042012,18.5797619,20803314.17,10719869.23,8,0.232353314
WNS,WNS (Holdings) Ltd ADS,27.901074,5.425177,1.826453,22384000,0.3407,147,0.308661726,21.305,3226040.77,1449573.973,12,0.226649958
CBPO,泰邦生物,41.446888,2.557662,2.048646,34055000,-0.0224,106,0.308202991,55.76382075,4159139.736,1023473.585,8,0.248832118
ODP,欧迪办公,18.78864,0.85894,0.177767,16000000,-0.3333,48,0.307830782,5.150116667,125710515.7,191086799.4,4,0.198204159
SYNL,Synalloy Corporation,27.424778,2.05155,0.831365,3677300,3.4311,252,0.307162086,11.20845079,282109.7698,527783.3333,21,0.252172429
DIOD,Diodes Incorporated,69.192752,2.145632,0.5463,25667000,0.8567,252,0.307140697,16.38533413,5736709.349,5709312.563,21,0.247554411
ATTU,Attunity Ltd,0,7.159367,-0.091913,257000,1.0805,75,0.306850338,8.942466667,1716224.158,1275291.892,6,0.242080514
APEI,美国公共教育,24.577409,1.94523,1.460691,6458000,0.6866,131,0.306699866,33.62209924,2212396.47,3785969.231,10,0.255958377
IPHS,Innophos Holdings,49.804885,2.598187,0.891278,6246000,-0.4435,143,0.306552134,38.23223776,2425707.25,3642076.056,11,0.257651143
COLM,哥伦比亚户外,46.694105,3.859281,1.937932,10495000,1.9274,247,0.305935595,21.05117449,10113970.94,20218681.3,20,0.2131953
SCX,施泰力,0,0.519883,-0.643296,825000,19.3333,252,0.305713001,16.5295873,238334.6667,146040.4762,21,0.237125836
BCOR,Blucora,23.751688,2.699587,1.519892,35157000,9.1026,76,0.30562659,18.01657895,9331582.632,8032802.632,6,0.218510243
MSTR,MicroStrategy Incorporated,0,2.766664,-0.120549,4828000,-0.5149,244,0.305348007,127.4422541,2275749.508,5476109.016,20,0.248679409
QIWI,Qiwi plc,15.712345,2.24185,0.864925,940000000,-0.1264,65,0.304399786,22.7934,8401586.697,9178167.781,5,0.244438121
MWA,Mueller Water Products,18.616339,3.462165,0.631166,15300000,-0.3625,149,0.30427444,8.509194631,22084640.57,23771152.7,12,0.242892647
CIX,CompX国际,11.124239,1.194367,1.245029,4997000,0.5129,247,0.304227817,13.21149798,92520.97581,352014.6341,20,0.252281302
SEDG,"SolarEdge Technologies, Inc.",17.809865,4.482836,2.682502,34568000,0.5347,43,0.304088683,28.53232558,17719898.09,18050791.1,3,0.197263991
BAK,Braskem S/A ADS,14.530123,4.00244,1.990348,493000000,-0.5688,238,0.303647408,13.43306723,7927937.992,2265740.336,19,0.268097597
OXY,西方石油,27.225497,2.898715,2.91418,848000000,0.6726,252,0.303574793,47.37274802,102542882.7,137269929.4,21,0.214458919
TCX,Tucows,26.328913,8.394052,2.081362,3608000,-0.3117,57,0.303230482,34.82464912,1692777.448,1108407.571,4,0.212407336
WUBA,58同城,42.121898,3.525893,1.721195,718000000,0.2622,60,0.303032045,52.74697167,26884783.63,22507952.53,5,0.230184753
HSTM,健康流科技,30.551927,3.239652,1.024158,2545000,0.1231,222,0.302776625,11.80527027,2370554.712,551486.4865,18,0.262516298
YPF,阿根廷YPF,5.98329,0.02505,2.585534,1508000000,4.5441,252,0.30265555,31.71079365,16522330.8,4467664.286,21,0.237745814
POWL,Powell Industries,0,1.525041,-1.204798,301000,1.0936,252,0.302189737,28.51559524,1054408.429,607914.2857,21,0.236965904
ENTA,Enanta Pharmaceuticals Inc.,21.649179,4.918195,4.231107,20288000,3.4078,67,0.302154829,41.42574627,4817280.824,4482961.667,5,0.231902722
POL,普立万,19.882066,5.790676,2.163759,51200000,1.2822,217,0.30209213,17.11207373,11833334.84,8814394.444,18,0.240643001
TRN,Trinity Industries Inc,7.806075,1.251485,4.686094,65500000,0.213,252,0.301485463,16.38470238,43862512.69,23489072.58,21,0.245189631
WWD,Woodward,28.951576,3.334513,2.736984,49117000,-0.0841,252,0.301197317,28.09849206,7217301.817,4251752.381,21,0.221975656
AVD,美国先锋,26.952172,1.989659,0.779158,5564000,0.228,252,0.300557963,11.92889563,3356832.81,1230551.048,21,0.254089096
LITE,Lumentum Holdings Inc.,16.793915,4.413816,3.876404,33500000,1.6102,39,0.299644537,41.80538462,40504020.6,13990651.63,3,0.231633958
OI,欧文斯伊利诺玻璃,21.149204,3.706886,0.856297,56000000,-0.6084,252,0.298863932,23.26652778,36222619.9,16901756.35,21,0.226466867
ATGE,DeVry Education Group Inc,88.545453,1.918843,0.55,62875000,0.4503,252,0.298171505,33.02746032,16680113.22,8223549.206,21,0.238734826
DLX,豪华,12.126121,2.649673,4.933152,60207000,0.0105,252,0.298031926,38.05496032,6902595.817,7644889.683,21,0.220183734
GBL,Gamco投资,8.448952,-16.62139,3.076121,31582000,0.3795,252,0.297895903,40.15111111,572963.5397,803469.8413,21,0.214958957
PCAR,帕卡,11.503805,2.69234,5.861539,560000000,0.5003,252,0.297889567,32.21643294,50293169.17,107193590.7,21,0.213122022
HLTH,Nobilis Health Corp.,35.028913,0.389936,0.021271,1740000,-0.4654,42,0.29788731,2.626671429,9572093,9005047.143,3,0.188750641
IKNX,Ikonics Corporation,74.598195,1.532879,0.134455,145300,2.3833,252,0.297036788,7.894005556,41608.80952,42103.84921,21,0.243323942
MYRG,MYR Group,18.341857,1.919174,1.911475,6835000,4.5569,122,0.296765817,23.74196721,2383510.902,2686947.541,10,0.217432701
MLCO,新濠博亚娱乐,28.025831,3.879548,0.838869,53139000,0.8673,142,0.296157751,16.50788732,72106286.06,102617697.2,11,0.25136963
YELP,Yelp Inc.,24.058138,3.530789,1.926583,10704000,0.3548,79,0.295763109,40.54816456,49332296.2,52720487.18,6,0.252256562
WLK,Westlake Chemical Corp,8.007252,2.350118,12.137747,288000000,0.8113,170,0.295564986,37.33117647,17461441.84,12942174.12,14,0.245194299
HSKA,赫斯卡医疗,118.180358,6.883764,0.853949,1897000,-0.3957,101,0.295433184,33.4166396,1409300.686,401078,8,0.243758736
AMZN,亚马逊,146.914832,26.556285,12.969351,2534000000,11.8629,252,0.295053205,246.9704893,101101024.1,211494196,21,0.238620823
EGL,Engility Holdings,0,1.863365,-0.852361,13756000,0.456,74,0.294735611,29.36155405,3110723.946,2647400,6,0.240226722
ELLI,Ellie Mae,99.013283,4.670099,1.05501,9498000,-0.4954,90,0.294588729,53.33611111,9774939.067,7293286.667,7,0.233087942
AMRC,阿梅雷斯克,13.932381,1.917517,1.055096,8702000,0.4601,99,0.294532408,9.171717172,1582500.98,2633193.878,8,0.206305577
CHEF,The Chefs’ Warehouse,39.474869,3.388086,0.733378,6819000,0.856,87,0.293853145,18.80908046,3174634.773,2086941.86,7,0.221950999
TAIT,Taitron Components Incorporated,19.473957,1.056103,0.11577,399000,0.8558,252,0.293707136,1.647914683,232343.7143,159915.873,21,0.25989937
GOOGL,谷歌A,52.702859,5.310984,23.466469,3195000000,-0.0934,170,0.293612431,436.7001765,55125665.44,229431270.6,14,0.245979941
S,Sprint,3.304328,0.886818,1.840011,173000000,-0.1602,63,0.293328546,6.225873016,336205079.1,412356543.8,5,0.219016098
RCMT,RCM Technologies,22.044628,2.543343,0.22273,381000,1.0159,252,0.292993838,6.51259881,411083.0794,823602.381,21,0.237372991
OIIM,凹凸科技,9.439195,0.591401,0.205526,1461000,2.0188,156,0.292902278,4.825253846,1091909.654,4713087.179,13,0.255915759
SDLP,Seadrill Partners LLC,1.550526,0.21638,2.147658,217000000,12.0843,72,0.292679549,14.46722222,13870918.47,5353906.583,6,0.196339359
LHCG,LHC Group,40.012278,2.466025,2.485987,20656000,0.4554,160,0.292330795,31.499,2357262.463,4022693.75,13,0.228118171
HBI,哈尼斯品牌服装,152.698191,8.289133,0.115522,141000000,-0.1849,146,0.291605948,14.15606096,81802678.15,86966284.93,12,0.222587228
NDAQ,纳斯达克OMX交易所,20.783362,2.811962,4.557973,162000000,0.1096,195,0.291146986,34.80071795,27052482.29,34367274.23,16,0.229527801
SCL,Stepan Co,21.441527,2.628178,4.142895,32923000,0.1802,252,0.290858389,31.30128968,1631167.294,512122.2222,21,0.225451806
FFIV,F5网络,25.496304,9.014357,7.359498,123000000,0.2568,232,0.290749171,63.33346983,28922277.2,40856942.24,19,0.249327895
MLNX,迈勒罗斯科技,77.057431,3.745651,1.066088,16526000,3.0681,140,0.290590983,38.35342857,12489089.66,7174121.429,11,0.236746314
MLAB,Mesa Laboratories,0,7.454729,-0.083235,4230000,1.7884,252,0.290354631,40.90093254,205291.2143,86220.63492,21,0.236833319
JTPY,JetPay Corp,0,-4.967227,-0.827934,1512000,2.2803,62,0.289996187,2.345051613,573441.129,223644.2258,5,0.202630241
CBS.A,哥伦比亚广播,18.760968,9.254182,2.842604,400000000,5.8966,155,0.289231749,38.03582194,117019.2051,4039922.078,12,0.203123005
INGN,Inogen Inc,161.52253,19.681347,1.523255,14610000,0.7522,56,0.28915537,72.265625,3758976.929,3625005.786,4,0.228192629
YNDX,Yandex,15.71863,3.64025,2.022441,33331000000,8.5669,89,0.288785578,25.7011236,59662243.36,48529765.91,7,0.213361434
NEM,纽曼矿业,104.38223,1.58002,0.306853,298000000,0.9735,252,0.288672206,36.27184524,144973775.4,87815137.3,21,0.236821343
TRNS,Transcat,26.94318,3.336398,0.909321,1428000,0.6682,252,0.288609535,6.754917857,156604.7143,155415.873,21,0.2364144
NVEE,NV5 Holdings Inc.,30.334731,5.505444,2.851517,7620000,0.7643,61,0.28838362,30.6695082,1407077.774,556751.4333,5,0.226335733
TWTR,Twitter,109.879192,4.645509,0.311979,100000000,1.8595,59,0.28806697,30.14084746,492514095.6,431941321.2,4,0.214427523
SHEN,Shenandoah Telecommunications Co,24.227974,4.479588,1.56018,7824000,98.8,252,0.287848237,10.34775595,2607920.81,733047.619,21,0.251737597
KFRC,K力,25.279433,6.956848,1.673297,16272000,0.4602,252,0.287830394,14.1002381,3475928.325,4567815.873,21,0.241506619
BID,苏富比,23.671917,3.956708,1.964353,57277000,-0.2551,252,0.287686134,28.98996032,20988973.62,10456895.24,21,0.243182606
QUAD,Quad/Graphics Inc,14.459864,2.502775,1.623805,9500000,0.4179,99,0.287407501,23.57070707,5477985.02,2926461.224,8,0.21915771
CX,西麦斯,20.509359,10.355532,0.34082,7593000000,0.3573,229,0.287390306,11.7716786,257246734.8,63898508.28,19,0.231885159
ARRS,艾利斯,38.10183,1.456871,0.655874,34799000,0.2221,252,0.287010823,16.96632937,31868845.37,26757956.35,21,0.229738819
CE,塞拉尼斯,13.905977,4.638232,8.353243,345000000,0.4807,165,0.287004944,48.55006061,21292092.41,32441446.34,13,0.204921827
UEIC,Universal Electronics Inc,82.843377,2.13081,0.516034,22659000,3.8375,252,0.286656479,26.50672619,1603280,1809258.73,21,0.219321687
SGEN,Seattle Genetics,0,8.567652,-0.314138,76273000,2.3533,211,0.286519402,21.71094787,20790654.11,5236822.857,17,0.250727446
NUVA,纽瓦索器材,83.033256,4.605331,0.842554,11531000,-0.0174,173,0.286318601,35.12075145,12420149.78,9826709.302,14,0.243428516
REI,Ring Energy Inc.,81.664412,1.616539,0.1478,4719800,1.4701,61,0.286306801,12.0345082,8995253.258,1893761.333,5,0.218522525
TS,泰纳瑞斯钢铁,30.820643,3.604117,1.132358,166000000,1.2674,190,0.286195701,32.16139474,36839687.81,38375420,15,0.237920333
TYPE,蒙泰图像,74.446494,2.623904,0.294171,695000,2.4012,135,0.286031131,18.03151852,3877750.382,2310197.015,11,0.219792026
MITL,Mitel Networks Corporation,0,3.350247,-0.286568,15400000,155,102,0.285675561,7.073480392,15460856.69,2480019.608,8,0.231263938
OFIX,Orthofix International N.V.,87.460938,3.163788,0.611816,925000,-0.7599,252,0.28554694,33.24559524,2662484.476,1139263.492,21,0.211002868
SSW,塞斯潘,6.829955,0.601653,1.342615,68013000,1.4046,158,0.28529905,16.66683544,10884070.9,7288406.329,13,0.223559156
IRMD,iRadimed Corporation,121.178537,8.6523,0.241792,1355000,2.7947,51,0.285076007,16.11941176,1013652.885,903582.36,4,0.223686291
BDL,Flanigans Enterprises Inc,14.540436,1.483606,1.898155,1615000,0.4682,252,0.283951857,10.6952619,47147.79365,47897.61905,21,0.224796867
OSG,Overseas Shipholding ,5.513414,0.893514,0.614864,3055000,-0.0486,34,0.283617501,6.226764706,11825840.71,8202957.412,2,0.166563384
BBSI,巴瑞特,20.194709,6.590329,3.763362,11240000,0.0102,252,0.283509471,23.53506587,1178976.667,554499.6032,21,0.245643048
POWI,帕沃英蒂格盛,74.045706,4.096983,0.981826,15381000,0.1064,169,0.283400799,40.34890533,3827891.094,6689590.476,14,0.211488127
KBAL,"Kimball International, Inc.",19.036764,3.352581,0.922951,10254000,-0.029,252,0.283326843,11.01199405,2193453.246,1769234.921,21,0.239054042
TRIP,猫途鹰,0,5.450834,-0.149944,32000000,0.1852,82,0.283295891,60.34195122,51437417.49,39616700,6,0.238697627
TRTN,Triton International Limited,6.741428,1.432014,5.786608,107000000,1.2234,27,0.282959444,29.13518519,10361996.14,7229741.077,2,0.173784051
AYR,爱卡索,7.551702,0.841829,2.799369,50203000,8.0549,146,0.282783655,17.61636986,7382986.658,10943309.59,12,0.223781637
PHM,普得集团,11.121282,1.791307,2.56715,324000000,2.2168,252,0.28276034,17.00915675,154706117.1,52768608.73,21,0.22250262
STLD,Steel Dynamics,10.124212,2.804033,4.420097,363000000,1.3706,252,0.282725161,14.76740079,78986815.13,47049482.54,21,0.238223032
AE,亚当斯资源与能源公司,34.947914,1.261984,1.284483,3620000,13.8369,252,0.282610181,26.83511905,151466.9524,156234.127,21,0.257644213
SJT,San Juan Basin Royalty Trust,8.214261,45.039235,0.72435,2531900,-0.5767,252,0.282368702,18.45603175,3682210.373,3249867.46,21,0.220761066
GSH,广深铁路,16.973004,0.734454,1.2891,207000000,-0.0794,252,0.282242884,18.38185556,534774.1746,723980.1587,21,0.222487533
AVHI,AV Homes Inc,0,1.112142,-1.083564,2999000,3.6352,252,0.281581167,26.59763889,1125684.69,539070.6349,21,0.222090388
MMSI,Merit Medical Systems,157.737343,4.512667,0.365481,10941000,0.1537,252,0.281453413,13.6872123,5227273.032,5004396.373,21,0.236699462
BGS,B&G食品,11.129637,2.551146,2.875206,7976000,-0.6385,137,0.281424252,24.25671533,11669148.12,5390432.353,11,0.227553342
FSTR,LB福斯特,38.140852,1.677739,0.621381,4940000,0.6336,252,0.281415841,20.77571429,1231717.849,784156.3492,21,0.244847805
HAYN,海恩斯国际,0,1.56653,-2.228009,713000,1.1797,139,0.281367095,45.44445683,1239456.043,2380011.594,11,0.233000371
OMC,宏盟集团,13.824685,6.666231,4.988902,395000000,0.1118,252,0.281226825,40.31882897,40024561.89,90185469.84,21,0.17461165
WCC,Wesco International Inc,16.208259,1.333104,3.791277,57673000,0.1643,233,0.281125609,41.20304721,11653504.11,7558847.414,19,0.23249875
DWDP,陶氏杜邦,208.320172,1.625181,0.332229,1803000000,0.3267,252,0.281049105,39.40028413,186287709.8,75170258.73,21,0.197132848
WIRE,Encore Wire Corporation,15.005138,1.610281,3.455483,18089000,0.6545,252,0.280944355,23.46138413,2286566.492,4663216.667,21,0.240584527
CCRN,Cross Country Healthcare,9.240977,1.540782,1.085383,1824000,-0.6506,204,0.28080059,12.80764706,3894604.098,4783657.843,17,0.237979458
CASS,卡斯信息系统,32.515435,4.00658,2.271229,7509000,0.1529,252,0.280741015,23.27148492,492229.0873,348483.6587,21,0.221258879
GLP,伙伴全球,7.059884,1.622077,2.917895,6022000,2.0246,157,0.280334258,24.77340764,1787101.734,994244.8718,13,0.218937737
CHKR,Chesapeake Granite Wash Trust,6.563919,3.115124,0.266609,2193000,-0.3775,83,0.280213913,8.986620482,2619856.5,5709302.439,6,0.194321494
IPAR,依特香水,42.863281,4.727176,1.545612,14259000,0.548,252,0.279956377,16.66989722,1938186.77,1954788.23,21,0.234072592
