code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
DNB,邓白氏,22.261662,-6.840622,6.408776,94700000,1.0278,252,7.613333333,4.656666667,0.121031281,126.2852377,0.175386662,7422614.802,6315040.865,21,0.106036214
NGVT,Ingevity Corporation When Issued,27.653482,12.492083,3.631369,52200000,0.4581,29,7.556666667,4.926666667,0.158225521,63.94586207,-0.489192008,4656493,9115936.071,2,0.11546336
COHR,Coherent,18.222327,3.619777,10.064576,66970000,0.0958,176,7.513333333,-1.573333333,0.201178269,66.16980114,0.278310503,4181960.852,3271475,14,0.178573846
WST,West Pharmaceutical Services Inc,57.388742,6.701569,2.035591,56100000,0.4459,252,7.51,5.568333333,0.14804553,28.31181548,0.540930472,6510247.802,4224880.952,21,0.126049026
MIDD,The Middleby Corporation,22.278643,4.426988,5.353109,83988000,0.0828,252,7.506666667,0.645,0.271382288,36.66394841,0.287430419,8451241.96,6564426.19,21,0.224161358
MSTR,MicroStrategy Incorporated,0,2.766664,-0.120549,4828000,-0.5149,244,7.48,3.53,0.305348007,127.4504918,-0.584296329,2276438.623,5476109.016,20,0.248679409
NSP,Insperity,44.010355,41.030986,2.620974,24560000,0.752,91,7.333333333,7.716666667,0.236835147,29.55637363,0.972953878,7264802,3682195.556,7,0.187355296
ADP,"Automatic Data Processing, Inc.",39.033658,18.182536,3.67862,109000000,-0.591,120,7.326666667,7.616666667,0.113048235,68.66254167,-0.334409868,40915683.53,61472791.67,10,0.07855304
HRS,哈里斯公司,26.962507,5.833871,6.053962,217000000,0.6565,252,7.32,0.66,0.167615841,47.53738095,0.024194068,18747902.48,18305029.37,21,0.138259019
AIN,奥尔巴尼国际股份有限公司,40.151256,4.209941,1.916503,30306000,23.5791,252,7.266666667,3.225,0.236481961,29.80043532,0.018545998,2925492.31,2872224.048,21,0.184141965
WINA,威玛克工贸有限公司,21.425809,-28.224969,7.068578,7143000,0.2915,252,7.266666667,6.383333333,0.220339347,42.42777778,0.533491979,142562.4206,92965.87302,21,0.183361932
LANC,兰卡斯特食品,31.120354,6.476558,4.937926,32387000,0.1369,252,7.26,6.128333333,0.147998466,60.14202381,-0.14984665,2132650.5,2508548.016,21,0.121974734
HON,霍尼韦尔,70.702041,6.645942,2.2278,1280000000,-0.0857,252,7.156666667,3.508333333,0.109363552,61.78373016,0.024144309,76996798.06,75181590.48,21,0.083827389
CRL,查尔斯河,45.066595,4.937886,2.696232,54379000,-0.0041,220,7.063333333,4.476666667,0.153639867,50.72554545,-0.017836097,11017342.33,11217417.27,18,0.13390325
MTCH,"Match Group, Inc.",26.680115,24.781824,1.889797,131000000,1.552,35,7.053333333,2.523333333,0.21543657,24.391,0.615452591,40336461.44,24969139.71,2,0.151802488
MA,万事达,46.633888,41.364266,4.490297,1569000000,0.3331,149,6.943333333,6.8,0.27556799,60.98124161,-0.810542281,91604494.52,483508905.4,12,0.21373695
ATNI,大西洋电讯,58.036335,1.721858,1.268688,10780000,-0.0118,252,6.85,2.323333333,0.381017926,31.43375,1.611111822,1124315.738,430588.8889,21,0.263869441
CSL,卡莱尔伙伴,12.686458,2.799994,10.052451,114000000,0.1114,252,6.836666667,4.096666667,0.17481797,47.71172619,0.520314004,7810099.183,5137161.905,21,0.140635668
NVEE,NV5 Holdings Inc.,30.334731,5.505444,2.851517,7620000,0.7643,61,6.783333333,5.6,0.28838362,30.65967213,1.534272254,1410959.71,556751.4333,5,0.226335733
BIO,Bio Rad实验室,9.220118,2.050082,34.572227,268000000,52.2359,252,6.74,9.681666667,0.145431845,88.17761905,0.428610385,2049662.468,1434724.603,21,0.123795868
QCOM,高通,0,4.276574,-2.845634,1219000000,0.4092,252,6.733333333,3.541666667,0.179294687,43.10145873,-0.490446938,270246431.9,530359744.4,21,0.145832326
SAM,波斯顿啤酒,38.411827,8.106979,8.134213,23535000,-0.1919,252,6.716666667,21.725,0.239409375,80.96412698,0.737192886,2294114.865,1320587.302,21,0.209391589
UAL,联合大陆航空,12.064577,2.686596,7.057023,684000000,-0.1669,96,6.713333333,3.381666667,0.196903445,45.8621875,-0.043004414,101050433.9,105591327.1,8,0.164872725
STRA,Strayer Education,102.374615,12.828259,1.328552,5188000,-0.4964,252,6.616666667,5.286666667,0.270761653,90.38217579,0.532824867,3487722.794,2275356.349,21,0.223607158
IEX,IDEX Corp,30.170491,5.840213,5.021463,107000000,0.2777,252,6.533333333,2.073333333,0.115281606,42.50113611,0.51439669,7789908.008,5143901.897,21,0.101197879
ZBH,Zimmer Biomet Holdings Inc,15.013224,2.118816,8.352636,185000000,0.0043,207,6.51,3.556666667,0.139931651,75.6368599,-0.171986298,28377699.27,34272016.5,17,0.114898243
CW,寇蒂斯莱特,23.450174,3.707222,5.665203,74788000,0.4766,252,6.496666667,0.506666667,0.146570668,40.12476667,1.000931701,4953703.437,2475698.413,21,0.120939693
ESL,埃斯特林科技,54.446553,1.453073,1.599734,27981000,-0.1039,252,6.483333333,3.291666667,0.21999769,49.25678571,0.86033318,4475582.183,2405796.032,21,0.182336931
EPAY,Bottomline Technologies,230.689874,8.362776,0.277212,12752000,3.2534,236,6.473333333,5.036666667,0.240672954,20.05228814,0.410721437,4288792.822,3040141.525,19,0.199387862
PEN,Penumbra Inc,153.448063,10.438347,0.841327,13381000,9.5886,37,6.3,6.55,0.198475002,84.3372973,0.09586012,5153660.105,4702844.833,3,0.149839356
CEO,中海油,14.306265,1.320075,12.0255,12739000000,0.5678,212,6.296666667,6.823333333,0.246421496,119.5884434,-0.390378476,3286289.623,5390704.717,17,0.20432591
MEDP,Medpace Holdings Inc.,38.648613,3.622743,1.431358,16568000,0.7343,26,6.28,3.89,0.188266672,36.50461538,0.449398558,6670818.846,4602473.769,2,0.119710439
PRAH,PRA Health Sciences,59.25989,7.15853,1.778606,42282000,0.4257,47,6.276666667,5.02,0.167561052,59.01106383,0.719185356,11280970.5,6561811.652,3,0.13839268
PCRX,Pacira Pharmaceuticals,0,6.513895,-0.255555,2564000,1.1299,92,6.25,3.291666667,0.392811818,43.16929348,1.800331639,16616133.04,5933630.435,7,0.320612559
GPN,环汇有限公司,34.609695,5.044518,3.529358,118000000,0.6251,213,6.183333333,3.046666667,0.165350156,32.17030516,0.208153728,28010515.33,23184562.26,17,0.140838896
ATR,Aptar,29.65056,4.791085,3.500777,55781000,-0.1443,252,6.16,3.663333333,0.121513216,40.02752976,0.113658302,5083379.056,4564576.984,21,0.09727782
STAA,STAAR Surgical Company,536.167384,38.540239,0.083556,1830000,2.8847,252,6.15,5.766666667,0.758660176,8.563531746,0.229358096,3228483.643,2626153.968,21,0.548896897
ITGR,Integer Holdings Corporation,25.269232,2.698798,3.047184,20022000,5.6963,27,6.133333333,4.441666667,0.145738397,45.87962963,-0.157908799,3965925.286,4709614.923,2,0.111423132
EEFT,嘉银通,34.245849,4.626381,2.832168,43636000,-0.1502,252,6.103333333,3.836666667,0.244482192,29.905,0.443475249,6557583.183,4542913.492,21,0.206317932
OMCL,Omnicell,66.912733,4.54983,1.019238,6588000,2.5043,206,6.1,4.541666667,0.220180466,20.36157767,-0.349465618,3994043,6139633.981,17,0.182667502
NUVA,纽瓦索器材,83.033256,4.605331,0.842554,11531000,-0.0174,173,6.063333333,3.035,0.286318601,35.11803468,0.264674375,12427587.45,9826709.302,14,0.243428516
GDOT,Green Dot,35.073266,5.136065,2.442316,29827000,0.5482,99,6.053333333,4.513333333,0.203751205,31.50858586,-0.016149381,8225880.66,8360904.082,8,0.170004403
RMR,The RMR Group Inc,15.669694,6.390642,5.746762,19449000,0.1047,34,6,4.358333333,0.222419492,50.63367647,-0.380931902,844040.1765,1363404.412,2,0.148510833
EPAM,Epam Systems,59.592416,6.814556,2.366073,50255000,0.3452,80,5.98,4.575,0.259780722,60.50175,0.299077812,8019606.8,6173307.5,6,0.185702391
UNP,联合太平洋,10.487775,5.576388,14.314762,1509000000,0.292,252,5.96,3.635,0.126087652,45.57390873,0.11789718,116181666.3,103928758.7,21,0.10856835
ODFL,Old Dominion Freight Line,21.06959,4.84502,6.960743,163000000,0.6606,252,5.946666667,3.096666667,0.228276235,29.27444881,0.949535146,14853862.75,7619181.825,21,0.19629895
TCMD,Tactile Systems Technology Inc,187.457049,15.045571,0.344879,2572000,-0.3208,27,5.916666667,6.251666667,0.323008365,30.32675926,1.457988696,5202124.714,2116415.231,2,0.204309828
SWK,美国史丹利公司,21.078962,2.900959,6.687711,293000000,0.0569,252,5.903333333,-0.44,0.155169867,63.16198413,1.584575162,25172395.94,9739471.429,21,0.119755091
CLX,高乐氏,22.884705,25.7001,6.365387,217000000,0.0796,252,5.85,3.411666667,0.104720001,70.29670635,0.040735178,22639679.79,21753545.24,21,0.09156853
CR,Crane Co,28.604703,3.741044,3.167661,80700000,0.1645,252,5.833333333,0.818333333,0.166714909,41.49354484,0.305307673,6540185.048,5010454.762,21,0.130260057
AMD,AMD,73.160387,26.595495,0.327773,116000000,3.7619,252,5.82,3.71,0.402473287,11.34389048,1.65074518,636853661.8,240254577,21,0.355741665
BCPC,拜切,34.87657,5.145814,3.037856,19679000,0.1901,252,5.79,5.495,0.174397903,27.19916786,1.278601496,2222424.746,975345.9524,21,0.149671505
CARG,Cargurus Inc.,134.605902,34.955096,0.371009,31265000,6.194,12,5.786666667,1.985,0.121470096,36.7075,1.18414709,17273519.83,7908588.167,1,0.041328257
HIIQ,Health Insurance Innovations In,46.833441,7.520022,1.192524,4026000,-0.4209,68,5.783333333,3.491666667,0.568494359,14.67852941,5.366717319,8053236.206,1264896.147,5,0.400283772
TTWO,Take-Two Interactive Software,81.814133,8.235654,1.637981,71693000,0.1894,252,5.766666667,6.535,0.312157842,23.24076032,0.220932289,37280203.3,30534210.32,21,0.248433519
AMGN,安进,52.641807,8.537097,3.735434,2296000000,0.0674,252,5.756666667,5.523333333,0.202544351,81.4362004,-0.542416891,95427652.48,208547148.4,21,0.151362018
JOUT,约翰逊户外,22.355208,3.639811,4.646792,23770000,0.436,252,5.663333333,6.543333333,0.309904849,20.24178571,0.208639852,367101.3333,303730.9524,21,0.247257512
WWE,World Wrestling Entertainment In,123.087187,21.905859,0.668388,9945000,0.9558,228,5.64,8.968333333,0.33648734,16.1375,2.026655764,10082345.24,3331183.333,19,0.251703832
BEAT,CardioNet,0,7.072856,-0.086508,10444000,5.051,127,5.633333333,5.091666667,0.469952683,14.40866142,0.361709209,8467509.891,6218295.238,10,0.354494235
UHS,Universal Health Services Inc Cl,14.92579,2.248685,8.58246,231000000,0.2118,252,5.61,1.501666667,0.174923704,48.02691468,-0.129686339,19789462.78,22738311.11,21,0.145416799
MSFT,微软,50.369946,10.049019,2.152077,8873000000,0.0996,252,5.6,4.135033333,0.155097612,36.34269881,-0.367462477,876773925.4,1386121602,21,0.118202466
ANSS,安西斯,49.527102,5.987464,3.596011,92596000,0.3279,252,5.596666667,5.563333333,0.181121662,44.47505952,0.121307985,9834021.429,8770134.127,21,0.154242165
DOV,美国都福集团,17.461538,4.381309,4.825463,140000000,-0.1469,252,5.571666667,-1.395833333,0.11600125,52.58289683,0.725905396,29124248.11,16874765.08,21,0.106068813
WING,Wingstop Inc.,65.906926,-13.726421,1.000957,6839000,0.3937,40,5.526666667,3.546666667,0.187485163,33.9935,0.502443309,11045544.55,7351721.35,3,0.139120341
GTLS,查特工业,49.570891,2.822158,1.499267,13100000,2.9697,147,5.523333333,3.125,0.407590081,42.67534014,0.117586396,7817426.514,6994919.178,12,0.321200844
ALRM,"Alarm.com Holdings, Inc.",71.982068,10.022965,0.777138,10733000,0.088,40,5.52,3.206666667,0.248418908,31.159125,0.644701959,9182935.25,5583343.05,3,0.174667465
ECL,艺康集团,27.627907,5.481422,5.390564,354000000,0.1934,252,5.513333333,4.663333333,0.104504679,56.57111111,0.753897727,28470083.6,16232465.08,21,0.09109925
FLS,福斯,0,4.170893,-0.229109,14787000,-0.6495,252,5.44,2.301666667,0.20247737,27.62613095,0.872773373,37047506.07,19782161.9,21,0.168732747
BAND,Bandwidth Inc.,45.621758,8.383379,0.989221,10512000,4.3991,11,5.436666667,3.586666667,0.184875305,33.81545455,-0.010951839,2691767.167,2721573.4,0,0.095132929
LSTR,莱帝运输,21.301694,7.22881,5.431493,62492000,0.666,252,5.333333333,2.45,0.16936407,40.61540913,-0.16604133,8536457.865,10236068.25,21,0.13765109
MRCY,Mercury Systems Inc,59.251589,3.239163,0.875082,10101000,0.1473,249,5.33,0.996666667,0.529009722,20.75696787,-0.146278572,3750263.288,4392841.935,20,0.369406152
LPNT,LifePoint Hospitals,56.48701,1.10888,1.1392,54800000,0.1913,233,5.3,2.875,0.192901258,40.5267382,-0.306217967,9466957.282,13645434.48,19,0.16044515
SSD,Simpson Manufacturing Co,31.535038,3.830326,2.369745,44086000,0.5626,252,5.286666667,2.988333333,0.191039255,27.716875,0.510237481,4527087.873,2997600,21,0.16294591
XPO,XPO Logistics,27.727951,3.634372,3.813841,159000000,1.7815,195,5.23,2.325,0.40781471,20.19653333,58.60923205,17465504.99,293000,16,0.338439189
FCN,FTI咨询,15.560221,2.188758,4.814199,43609000,9.4579,252,5.21,4.581666667,0.250312921,30.25984603,0.313096092,9414558.198,7169740.476,21,0.20812457
AON,怡安保险,41.466435,7.768971,3.507415,58000000,-0.9254,252,5.163333333,1.758333333,0.154068439,55.11650794,0.315459584,35646385.94,27098047.22,21,0.128591046
ICLR,ICON plc,26.464983,6.336909,5.459667,71868000,0.1088,244,5.156666667,4.81,0.199444136,31.04430492,0.210421502,7817955.721,6458870.492,20,0.18014461
GHDX,Genomic Health,488.052527,9.183403,0.118184,8317000,4.0365,157,5.123333333,5.725,0.354452925,25.25636943,0.13403316,3607674.975,3181278.205,13,0.294041369
MSCI,MSCI Inc,40.940921,44.623901,4.250515,117000000,0.4376,131,5.066666667,5.22,0.20141212,55.82679389,-0.160143362,11974666.89,14257989.23,10,0.16010306
EBS,Emergent Biosolutions,23.845706,3.191993,2.511144,50144000,9.8631,143,5.033333333,2.21,0.392642327,23.18874126,0.249393969,6256987.875,5008018.31,11,0.300252167
CHRW,罗宾逊物流,23.548617,8.806419,4.097905,159000000,0.433,252,5.026666667,0.763333333,0.176402304,44.61927579,0.59998021,30637505.5,19148677.78,21,0.140552651
POST,Post Holdings,13.480206,2.124939,7.260275,96800000,2.6296,81,5.006666667,4.08,0.196979993,58.81444444,1.241515831,17513142.51,7813080,6,0.152284336
UTX,联合技术,20.761084,3.402004,6.423557,2139000000,0.3962,252,4.993333333,2.231666667,0.08515147,67.28407738,-0.004107646,85046828.75,85397611.9,21,0.070606168
USNA,优莎娜,39.551019,7.49487,3.353896,33907000,0.4578,93,4.966666667,7.308333333,0.276258061,134.9445161,0.517528901,1906775.064,1256500,7,0.21448991
DORM,Dorman Products,23.610044,3.962013,3.423543,34339000,0.2075,149,4.956666667,3.5,0.274985784,33.1588255,2.296816515,4064707.453,1232918.919,12,0.215691963
ESRX,快捷药方,10.758273,2.551655,8.171386,879000000,0.0917,252,4.946666667,3.816666667,0.184963628,35.27681627,-0.431102515,94749275.6,166548944.4,21,0.152289695
V,Visa,35.141813,10.533577,4.103374,2329000000,0.1311,127,4.946666667,4.486666667,0.169247681,52.06326772,-0.655320098,178798983.1,518739219,10,0.12295672
MPC,马拉松石油,10.296475,2.52729,8.14065,1235000000,1.1516,88,4.923333333,1.976666667,0.163344449,61.91363636,0.620882482,101184859.9,62425784.09,7,0.130473142
IR,英格索兰,17.939125,3.599531,5.551553,453000000,0.2496,252,4.84,3.091666667,0.208812449,37.1422619,0.28565518,69040137.23,53700353.17,21,0.151446279
XYL,赛莱默,36.689172,5.397823,2.058373,115000000,0.15,84,4.833333333,0.841666667,0.119109321,41.75785714,0.255305173,24509286.55,19524564.29,7,0.09264842
TSS,Total System Services,27.198409,7.044584,3.552046,142000000,0.2225,252,4.83,2.121666667,0.118719884,28.36607143,5.917108587,25350964.17,3664965.476,21,0.10064531
GDDY,Godaddy Inc.,66.572866,20.725474,1.185468,20200000,0.116,42,4.813333333,3.835,0.098645289,42.20642857,0.743819142,28993694.57,16626549.1,3,0.080144192
PAC,太平洋航空,22.035868,54.485493,4.49086,1189000000,0.0498,152,4.716666667,1.203333333,0.171992217,56.10684211,-0.730775532,1300421.842,4830251.316,12,0.142014734
MMM,3M,27.661305,11.618512,7.421559,1862000000,0.1748,252,4.71,-1.393333333,0.087564124,95.08444444,-0.121712525,60805377.48,69231748.41,21,0.074182031
BFAM,Bright Horizons Family Solutions,42.888384,9.083362,2.73454,40426000,0.2235,69,4.69,3.116666667,0.109457783,62.31231884,0.782984842,5249882.029,2944434.471,5,0.090466551
PETQ,Petiq Inc.,0,4.453668,-0.293074,5398000,-0.1107,15,4.686666667,2.356666667,0.207804767,26.14133333,0.740199449,9809135.125,5636787.857,1,0.076032407
MANH,曼哈顿联合软件,35.824263,28.844753,1.582447,27668000,-0.1116,246,4.653333333,3.173333333,0.186799738,17.32504065,-0.601567087,11539692.62,28962699.19,20,0.162492501
APD,空气化工,24.029267,3.470595,6.906994,488000000,3.6868,252,4.653333333,1.711666667,0.113096196,80.53577381,0.363598725,26926574.94,19746700,21,0.090884286
MANT,美泰科技,20.553028,1.877137,3.161578,19915000,0.2798,200,4.64,1.971666667,0.180678248,34.166275,-0.258733159,3326569.12,4487681,16,0.158676858
JEC,雅各布工程,33.28388,1.731341,2.186644,150000000,0.6932,252,4.633333333,3.02,0.18004212,37.10081349,0.810906644,25897137.79,14300647.62,21,0.149543296
DXC,DXC Technology Company,13.799822,2.196936,6.495736,266000000,0.5376,18,4.618333333,0.834166667,0.046446708,89.33833333,-0.113503213,38081581.22,42957382.11,1,0.025684834
IIN,IntriCon Corporation,110.99856,22.226629,0.603161,2008000,5.4153,129,4.616666667,5.658333333,0.47901898,8.113837209,5.100907795,690965.9385,113256.25,10,0.384478907
NICE,耐斯系统,42.721152,3.661667,2.688598,34235000,0.6748,252,4.613333333,3.738333333,0.326202166,30.17552579,-0.620242837,3996023.984,10522576.98,21,0.222083789
MNRO,Monro Muffler Brake,34.723041,3.599031,2.030352,20644000,0.174,252,4.6,3.083333333,0.191849774,25.47639444,2.309785455,5373653.635,1623565.548,21,0.165098185
UBNT,厄比奎蒂,35.096317,21.518031,2.36663,70086000,0.155,84,4.566666667,5.021666667,0.312951997,40.04333333,-0.189339892,11064045.5,13648192.86,7,0.233983963
CLH,Clean Harbors Inc,33.718084,3.270027,2.007528,30747000,0.1881,252,4.54,3.373333333,0.247433359,28.03198413,0.657662335,9532745.103,5750715.873,21,0.212813182
UPS,联合包裹,20.511899,45.360271,5.983844,1485000000,0.073,227,4.536666667,2.481666667,0.09904632,77.85506608,0.138024478,68997303.22,60629015.04,18,0.079124884
XLNX,赛灵思,33.994332,8.048903,2.170656,190000000,0.2086,252,4.533333333,1.07,0.137102593,36.07136905,-0.477372323,83938652.99,160608893.7,21,0.120347189
EFX,艾可菲,31.582402,4.953466,4.197591,146000000,-0.1283,252,4.516666667,3.483333333,0.111077745,50.76785714,0.53937237,17774668.5,11546698.41,21,0.093773836
IFF,国际香料香精,34.970132,5.949828,3.766357,99149000,-0.097,252,4.486666667,0.075,0.091704999,60.53456349,0.233813191,10618372.58,8606142.857,21,0.080760743
SCL,Stepan Co,21.441527,2.628178,4.142895,32923000,0.1802,252,4.416666667,1.346666667,0.290858389,31.30363095,2.187407675,1632342.302,512122.2222,21,0.225451806
ETN,伊顿,11.494525,2.120548,7.105992,611000000,0.1818,252,4.32,1.373333333,0.126828544,40.90632937,0.7522279,65214217.73,37217885.71,21,0.110676348
CAT,卡特彼勒,26.396995,5.520647,5.235823,1705000000,1.1233,252,4.306666667,0.34,0.182051456,63.22630952,0.484167975,137292879.6,92504946.83,21,0.144653597
CTRL,Control4 Corporation,49.136514,5.622002,0.750155,6640000,0.7749,62,4.283333333,2.628333333,0.264166223,16.64145161,0.5649881,7668821.581,4900242.742,5,0.211393163
VRSK,Verisk Analytics,31.793846,9.368109,3.709523,153000000,0.2686,108,4.26,2.75,0.111706155,62.53347222,0.08376137,17296024.67,15959255.56,9,0.088149793
BSTC,BioSpecifics生物,27.307851,4.344872,1.896158,4300700,0.6389,125,4.256666667,2.131833333,0.326594793,30.7348,2.571321131,788518.9048,220791.9355,10,0.274326034
SAVE,Spirit Airlines,11.360031,1.797359,4.018475,11254000,-0.8543,89,4.246666667,1.876666667,0.196205754,41.33005618,1.128147334,27546642.36,12943954.55,7,0.161424055
SGEN,Seattle Genetics,0,8.567652,-0.314138,76273000,2.3533,211,4.223333333,4.48,0.286519402,21.71582938,2.971596894,20798549.4,5236822.857,17,0.250727446
GPI,汽车一组,7.079563,1.279444,11.092493,56463000,0.4428,252,4.223333333,1.703333333,0.259205073,41.41531746,0.692642302,7106680.952,4198572.222,21,0.216852278
KMB,金伯利,23.586784,-709.601626,4.932423,465000000,-0.1389,252,4.2,1.348333333,0.100793358,73.52867063,0.181168397,43112493.68,36499870.63,21,0.089508945
SPGI,标普全球,31.514994,87.507333,6.436619,501000000,0.0963,30,4.18,3.91,0.078418349,152.6983333,0.00797494,23032802.67,22850570.73,2,0.054403428
CYBR,Cyber-Ark Software,132.239539,6.628031,0.561103,8377000,1.5807,49,4.176666667,4.031666667,0.25676166,49.74918367,-0.628780253,11069327.76,29818801,4,0.175561667
OMAB,北方中心机场,19.140733,6.150068,2.58872,709000000,0.3924,143,4.173333333,2.37,0.189523332,27.1320979,-0.336650243,1101209.181,1660073.239,11,0.16205259
LDOS,Leidos Holdings Inc,24.229387,3.092527,2.897308,145000000,0.4796,61,4.143333333,1.01,0.12789264,49.63295082,1.589268158,25896437.74,10001450.67,5,0.100993062
MNK,Mallinckrodt plc,2.048159,0.455992,17.322874,15600000,-0.7516,64,4.12,2.783333333,0.240491393,60.49203125,0.787367601,55309254.75,30944532.47,5,0.180757552
WIFI,Boingo Wireless,0,12.556285,-0.132224,2510000,1.3195,89,4.11,1.666666667,0.275755308,11.0258427,1.150963248,6631820.556,3083186.364,7,0.22307087
EHC,Encompass Health Corporation,26.516922,6.412874,3.069738,113000000,0.4257,252,4.1,3.79,0.229999693,37.87363095,0.673640903,14833246.87,8862861.111,21,0.18567182
RGEN,Repligen Corporation,97.116226,3.874522,0.545223,2738000,-0.6755,252,4.093333333,3.89,0.367141028,10.24400794,0.106112822,4525024.159,4090924.603,21,0.332022604
RGR,斯特姆-鲁格,21.707708,4.30447,2.833095,15189000,0.4893,252,4.083333333,2.575,0.338576255,25.83801587,1.743717196,5820245.111,2121299.206,21,0.293537507
ADUS,爱德斯,47.689708,4.438957,1.373462,4297000,0.5915,108,4.05,3.341666667,0.416709476,20.35467593,0.016186764,1229631.148,1210044.444,9,0.338281436
NVS,诺华,14.077812,2.853099,5.949078,7768000000,2.9252,221,4.046666667,1.116666667,0.116883463,59.38429864,0.829886407,40178165.41,21956644.55,18,0.094575318
ECOL,US Ecology,25.684914,4.677226,2.826562,13220000,1.6183,252,4.033333333,3.775,0.273614629,20.78382937,0.775910506,2048832.714,1153680.159,21,0.214509055
FLT,FleetCor科技,23.480237,5.60517,9.288237,177000000,0.3501,94,3.983333333,3.366666667,0.152296261,116.7167021,0.702858713,16682222.04,9796597.872,7,0.125552641
ALSN,艾里逊变速箱控股公司,10.646157,10.643277,4.612932,174000000,0.8316,79,3.983333333,1.816666667,0.10211116,30.3921519,0.614163512,28944368.88,17931497.44,6,0.085547322
KSU,堪萨斯南方铁路,12.111888,2.486678,9.388297,149000000,0.1039,252,3.976666667,1.365,0.185574533,52.51694444,1.226348329,24726061.32,11106106.35,21,0.162724719
MCO,穆迪,30.377214,136.834417,5.701642,378000000,0.205,216,3.963333333,3.39,0.170847905,57.51502315,-0.239041819,32515848.04,42730137.96,18,0.143145099
ERIE,伊瑞保险,28.165028,6.672737,4.514464,79706000,0.3619,252,3.96,2.01,0.112370961,59.11527778,0.154888477,923004.2857,799215.0794,21,0.095226342
TRMB,天宝导航,69.748056,4.070949,0.58783,64100000,0.3552,252,3.956666667,1.49,0.23640181,15.51132817,-0.012475335,29641060.7,30015514.29,21,0.193135035
CBM,凯姆布雷克斯,17.369655,3.438796,3.710494,40419000,0.6148,252,3.95,1.941666667,0.364213467,25.35388889,0.606633322,4863666.698,3027241.27,21,0.286313061
PTC,PTC Inc.,200.029634,13.726335,0.485928,16997000,18.8728,252,3.946666667,4.61,0.216627468,28.9394246,-0.172955687,21392290.79,25865954.76,21,0.176305398
B,巴恩斯,55.855621,2.93774,1.225839,49429000,0.0978,252,3.94,1.816666667,0.192470165,23.75863095,0.817142635,6267477.817,3449084.127,21,0.15936518
MSI,摩托罗拉解决方案,0,-13.637087,-0.388983,181000000,0.3712,252,3.926666667,3.743333333,0.167668442,334.5834857,1.753147243,30743425,11166647.58,21,0.142931404
RMD,ResMed Inc,49.263602,7.54947,2.210557,110000000,0.0807,252,3.926666667,2.765,0.167988266,29.81232222,0.043636628,21108735.24,20226134.92,21,0.147300091
NOVT,Novanta Inc.,152.888233,8.24843,0.504944,11625000,0.1637,29,3.916666667,3.575,0.141181531,39.32103448,0.656677637,4274265.933,2580022.714,2,0.105820768
CUB,Cubic Corp,267.749451,3.043834,0.282727,4410000,1.2008,252,3.916666667,2.058333333,0.258573649,31.24902103,0.387161635,2471934.143,1782008.73,21,0.207601661
UTHR,United Therapeutics Corporation,7.560841,2.10412,16.389711,173000000,4.0875,232,3.906666667,2.046666667,0.469230526,50.68892241,-0.568440057,14613461.96,33861951.72,19,0.327611321
LUV,西南航空,10.035487,3.495893,6.077433,733000000,-0.0135,252,3.903333333,0.885,0.183062457,20.41922421,0.926315184,152209169.8,79015714.09,21,0.156335648
ARCH,Arch Coal Inc.,7.644354,2.685665,11.496066,43306000,0.1654,24,3.896666667,-0.276666667,0.070894767,79.69375,-0.414536876,6330381.5,10812605,2,0.041569546
HSIC,亨利香恩服务,30.357364,4.264573,2.673157,148000000,-0.0139,252,3.86,2.823333333,0.178544314,28.45729603,-0.366617299,28286256.15,44659028.57,21,0.128476803
VRTX,福泰制药,108.810487,16.824045,1.625211,206000000,5.6172,252,3.856666667,3.193333333,0.401083885,50.68511905,0.824255299,39120018.35,21444376.98,21,0.320874896
VFC,威富集团,29.649182,9.751299,3.095195,160000000,0.4593,252,3.823333333,3.205,0.121067755,28.97508929,0.786259122,60937112.83,34114374.6,21,0.10795547
MMSI,Merit Medical Systems,157.737343,4.512667,0.365481,10941000,0.1537,252,3.75,3.108333333,0.281453413,13.69276786,0.045643595,5232815.016,5004396.373,21,0.236699462
FLIR,菲利尔系统,68.547044,4.715297,0.894714,71563000,0.3919,252,3.73,2.18,0.199842578,20.42336111,-0.172736249,24192166.94,29243596.03,21,0.173376401
YUM,百胜餐饮集团,17.588738,-3.684602,4.783743,321000000,0.5583,252,3.703333333,0.631666667,0.137660454,40.14598214,0.094335943,70158727.58,64110776.98,21,0.112059415
FARO,法如科技,0,3.148089,-0.465955,1205000,1.3324,252,3.7,1.108333333,0.337694153,25.5884127,-0.1808712,2282051.881,2785950,21,0.273987532
WM,美国废物管理,18.061095,6.422965,5.021844,499000000,0.3823,252,3.686666667,1.311666667,0.106946652,39.29666667,0.066152824,50393069.61,47266272.22,21,0.08337374
TSCO,Tractor Supply Company,22.903198,7.673639,3.867582,207000000,0.2903,252,3.673333333,4.116666667,0.194061,28.44886151,0.147576092,32817361.02,28597111.11,21,0.163883197
PBF,PBF Energy,6.420943,2.293924,7.75587,288000000,3.7622,70,3.673333333,3.155,0.194766802,29.78957143,0.692835748,45515422.77,26887087.43,5,0.161185109
VICR,Vicor Corporation,177.138506,15.107477,0.338718,7909000,18.773,252,3.666666667,4.316666667,0.364371751,14.86496032,-0.334217438,1530658.944,2299037.302,21,0.296567188
