code,name,category,pe
PBR.A.N,巴西石油公司,,
BSBR.N,桑坦德巴西分行,银行,13.05645194
ENB.N,安桥公司,,24.35172428
AMX.N,美洲移动公司,,126.07142531
AGN.N,艾尔建制药公司,生物技术和制药,4.60502897
TJX.N,TJX公司,零售,27.50289093
PUK.N,英国保诚集团,保险,24.37967916
LVS.N,金沙集团,住宿,35.15000276
RTN.N,雷神公司,航空航天\/国防,27.01075338
CL.N,高露洁棕榄有限公司,,24.02205722
GD.N,通用动力,航空航天\/国防,20.19832223
ING.N,荷兰国际集团,保险,11.40697720
CSX.N,CSX运输,,35.36464318
DUK.N,杜克能源公司,电力,25.73718141
MON.N,孟山都公司,化学制品,35.05479277
UBS.N,瑞士银行,,18.13690492
NOC.N,诺斯洛普&#8226;格鲁门公司,航空航天\/国防,26.39950850
GM.N,通用汽车公司,汽车制造,6.59499995
AED.N,AEGON NV,,-84.90322417
SMFG.N,三井住友金融集团,银行,10.35135101
BK.N,纽约梅隆银行公司,,16.95555499
AEH.N,AEGON NV,,104.44000244
SPG.N,西蒙地产集团,,28.83134732
AEK.N,AEGON NV,,159.68749880
SPGI.N,标普全球,,26.58438291
TMUS.N,"T-Mobile US, Inc.",,36.64496935
HMC.N,本田汽车公司,汽车制造,13.70891981
PSX.N,菲利普66公司,,38.28424589
EL.N,雅诗兰黛公司,化妆品\/护理,48.72837088
IBN.N,印度工业信贷投资银行,银行,14.19444381
AEB.N,AEGON NV,,-79.82871086
BMO.N,蒙特利尔银行,银行,13.89594354
ITW.N,伊利诺工具集团,,25.12807027
AIG.N,美国国际集团,保险,-69.60256783
BTI.N,英美烟草公司,农业,16.56129088
PX.N,普莱克斯公司,化学制品,32.23224404
SO.N,美国南方公司,电力,18.69411728
CIB.N,哥伦比亚银行,银行,12.09876486
BBVA.N,Banco Bilbao Vizcaya Argentaria SA,银行,13.11111045
MAR.N,万豪国际,住宿,49.56818008
VLO.N,瓦莱罗能源,油气,21.71420005
CCI.N,冠城国际,电信,116.08421070
ABB.N,阿西布朗勃法瑞公司,,24.81806725
BSX.N,波士顿科学,,132.50000000
COF.N,第一资本金融公司,,13.84467386
RELX.N,RELX Plc,,33.01449386
D.N,道明尼资源公司,,20.23546496
ORAN.N,法国电信公司,,15.26785742
VEDL.N,Vedanta Ltd.,,-7.25335383
TEF.N,西班牙电信公司,,19.73333411
MET.N,大都会人寿公司,保险,70.19841081
CNQ.N,加拿大自然资源公司,,-259.03570882
RENX.N,RELX NV,,32.57956585
NSC.N,诺福克南方公司,运输,27.82384311
BBDO.N,布拉德斯科银行,银行,6.53398078
F.N,福特汽车公司,汽车制造,9.43043521
DE.N,迪尔股份有限公司,机械-多元,29.51948231
EMR.N,美国艾默生电气公司,电力组件与设备,28.40586950
MMC.N,威达信集团,保险,25.61094660
HUM.N,休曼纳公司,卫生保健设施,77.35257959
ICE.N,洲际交易所,多元化金融服务,31.75105639
BCS.N,巴克莱银行,银行,20.23529390
SYT.N,先正达公司,化学制品,36.28906391
EC.N,哥伦比亚国家石油,,77.53846380
MFG.N,瑞穗金融集团,银行,7.16680873
LYB.N,利安德巴塞尔公司,化学制品,11.65826956
STZ.N,星座品牌酒业,饮料,33.29411773
INFY.N,印孚瑟斯技术公司,,21.06451613
ENBA.N,Enbridge Inc.,,
BX.N,黑石集团,,22.61974467
CI.N,信诺,健康护理服务,24.05841368
ZTS.N,"Zoetis, Inc.",,52.15757503
TGT.N,塔吉特公司,零售,16.37021395
ECL.N,艺康集团,化学制品,34.52657175
CCL.N,嘉年华公司,休闲,14.25862074
EXC.N,艾斯能公司,电力,34.48360550
PHG.N,飞利浦电子公司,电子,26.00297782
STZ.B.N,（STZ.B）,,24.46083879
BAX.N,百特国际有限公司,,8.20088763
DYNC.N,Vistra Energy Corp.,,
PRU.N,保德信金融集团,保险,9.88774477
BAM.N,布鲁克菲尔德资产管理,,26.98709879
BBT.N,BB&T银行,银行,18.61046897
HAL.N,哈里伯顿公司,油气服务,-6.67189805
PSA.N,公共存储公司,,33.04699045
KMI.N,金德尔摩根公司,,70.95999908
WPZ.N,Williams Partners LP,,-239.11765352
CM.N,加拿大帝国商业银行,银行,10.02378289
SHW.N,宣伟公司,化学制品,34.89407947
RBS.N,苏格兰皇家银行,银行,-4.45270275
TRP.N,TransCanada Corp.,管道,359.74999278
HPQ.N,惠普,计算机,16.11136061
BCE.N,加拿大贝尔,,17.07200012
CS.N,瑞士信贷集团,,-11.45112711
APC.N,阿纳达科石油股份有限公司,油气,-12.21864325
HCA.N,HCA控股,健康护理服务,14.61095902
KMB.N,金伯利克拉克公司,家庭产品\/用品\r,17.54006786
CHA.N,中国电信集团公司,,14.20937517
SYY.N,西思科公司,食品,38.57376759
ITUB.N,艾涛巴西联合银行,银行,10.09292016
WM.N,美国废物管理公司,,31.77735700
FIS.N,繁德信息技术,,62.97674296
MFC.N,Manulife Financial Corp.,保险,16.99056717
AON.N,怡安保险,保险,28.05814013
DAL.N,达美航空,,8.71070841
PLD.N,普洛斯公司,房地产信托投资基金,28.45374312
MCO.N,穆迪公司,商业服务,134.46323029
SCCO.N,美国南方铜业公司,,44.93999863
AEP.N,美国电力公司,电力,56.41128743
APD.N,空气化工产品有限公司,化学制品,60.26923181
TRV.N,旅行者财产险集团,保险,12.36867751
CAJ.N,佳能公司,,25.47580638
PGR.N,美国前进保险公司,保险,33.29829537
ETN.N,伊顿公司,,18.49311214
STT.N,道富集团,,18.89939724
NOW.N,现在服务公司,软件,-69.44727117
NTR.N,Nutrien Ltd.,,
MPC.N,马拉松石油公司,,32.16289620
VFC.N,威富集团,,34.53137331
SPOT.N,Spotify Technology SA,,
AFL.N,美国家庭人寿保险公司,保险,6.64174437
ALL.N,美国好事达保险公司,保险,19.95074875
JCI.N,江森自控公司,汽车部件与设备,-26.02238661
NOK.N,诺基亚公司,计算机硬件,-42.03571574
TEL.N,泰科电子有限公司,,16.03146859
STI.N,太阳信托银行,银行,19.05077879
SNN.N,Smith & Nephew Plc,医疗保健产品,20.34375028
PXD.N,先锋自然资源,油气,-53.90149626
AMTD.N,亚美利交易控股公司,,34.70624872
EW.N,爱德华兹生命科学公司,,56.53257049
TWTR.N,推特公司,,-68.30769716
LUV.N,西南航空,航空公司,14.93239409
WPXP.N,"WPX Energy, Inc.",,-37.19024373
SRE.N,桑普拉能源公司,,21.11538464
DCUD.N,"Dominion Energy, Inc.",,
FMS.N,Fresenius Medical Care AG & Co. KGaA,健康护理服务,24.51724195
MT.N,安赛乐米塔尔,,47.59677420
TRI.N,汤姆逊-路透,,10.24637670
FCAU.N,菲亚特-克莱斯勒汽车公司,,15.30708726
CRH.N,CRH水泥,建筑材料,22.48125043
BT.N,英国电信公司,电信,10.02027009
OKE.N,万欧克,管道,42.15060399
ROP.N,儒博实业,机械-多元,44.20840083
LUX.N,陆逊梯卡,,32.05263278
WDAY.N,工作日公司,软件,-65.69902917
CHU.N,中国联通(香港)有限公司,,301.50001723
IMO.N,帝国石油公司,,17.71727788
CHT.N,中华电信,,21.23529262
TLK.N,印尼电信,电信,18.06999969
MCK.N,麦克森公司,制药,16.10320226
CBS.N,哥伦比亚广播公司,媒体内容,21.01067691
WY.N,惠好公司,,25.85357165
BBD.N,巴西布拉德斯科银行,银行,7.24271868
CP.N,加拿大太平洋铁路,,23.41781735
RACE.N,法拉利汽车公司,,62.41850380
FTV.N,Fortive Corp.,,30.54980103
MPLX.N,MPLX LP,,
APH.N,安费诺集团,电子,34.11494425
GIS.N,通用磨坊有限公司,食品,16.46666604
DG.N,美国达乐公司,,22.46501140
ADM.N,阿彻丹尼尔斯米德兰公司,农业,21.89814692
PEG.N,美国公共服务企业集团,,29.61428615
SOJA.N,The Southern Co.,,10.26666698
RHT.N,红帽公司,软件,106.48921280
YUM.N,百胜餐饮集团,,19.51485076
RCI.N,罗杰斯通信,,41.17212981
WP.N,"Worldpay, Inc.",,
HLT.N,希尔顿酒店,住宿,76.55238181
PPG.N,PPG工业,化学制品,31.58536566
SOJB.N,The Southern Co.,,
APTV.N,Aptiv Plc,,
BF.A.N,Brown-Forman Corp.,饮料,17.55892290
ED.N,爱迪生联合电气公司,电力,19.16504885
K.N,家乐氏,,36.11989632
SOJC.N,Southern Company (The) Series 2017B 5.25% Junior Subordinated No,,
SYF.N,Synchrony Financial,,12.04797087
DXC.N,DXC Technology Co.,,
SSL.N,南非萨索尔,化学制品,20.65573680
DFS.N,发现金融服务,多元化金融服务,12.19410760
SLF.N,永明金融,保险,13.42715215
BHI.N,贝克休斯公司,油气服务,-9.14104609
BF.B.N,布朗霍文集团,饮料,17.35353549
MTB.N,美国制商银行,银行,21.70822556
FCX.N,弗里波特-麦克莫兰铜金公司,采矿,-5.28253933
BCR.N,巴德集团,,47.11806264
GLW.N,康宁公司,计算机硬件,8.92260047
AVB.N,阿瓦隆湾社区物产公司,房地产信托投资基金,22.89228648
DLR.N,数字房地产信托公司,房地产信托投资基金,52.34999803
CNC.N,Centene Corp.,卫生保健设施,39.07580063
EQR.N,资产住宅公司,房地产信托投资基金,5.48587288
TSN.N,泰森食品,食品,13.35080660
TEVA.N,梯瓦制药公司,生物技术和制药,331.17141583
HPE.N,Hewlett-Packard Enterprise Co.,,8.45108691
SQ.N,"Square, Inc.",,-135.41979980
XEL.N,卓越能源,电力,20.81447928
DVN.N,德文能源,油气,-6.67484672
CLR.N,大陆能源,,-55.49999652
ZBH.N,"Zimmer Biomet Holdings, Inc.",,75.15232058
WELL.N,"Welltower, Inc.",,
DB.N,德意志银行,银行,-9.36923135
RSG.N,共和服务公司,,39.33988913
CNCO.N,桑科萨,,12.98387118
PZE.N,巴西石油-阿根廷,油气,-226.59999510
RCL.N,皇家加勒比邮轮,休闲,18.24452033
WIT.N,Wipro Ltd.,计算机,9.54717022
S.N,斯普林特奈科斯特公司,,-15.35135069
COL.N,罗克韦尔柯林斯,航空航天\/国防,24.62678679
CBS.A.N,哥伦比亚广播,媒体内容,19.24836687
WMB.N,威廉姆斯公司,管道,-47.35087739
IR.N,英格索兰,,16.00884875
CMI.N,康明斯,,16.54678010
PKX.N,浦项钢铁,钢铁,18.70053536
ETP.N,Energy Transfer Partners LP,管道,-9.26699062
KR.N,克罗格公司,食品,13.56097555
PCG.N,太平洋瓦斯与电力公司,,15.56474853
DPS.N,澎泉思蓝宝,饮料,27.23788650
IQV.N,"IQVIA Holdings, Inc.",,
TS.N,泰纳瑞斯钢铁,金属构造\/部件,414.66664680
CXO.N,康休,,-13.48940050
IP.N,国际纸业公司,,24.27151282
Q.N,昆泰医药,,136.15790086
TU.N,泰勒斯,,23.61290297
ROK.N,罗克韦尔公司,机械-多元,29.06540392
PH.N,派克汉尼汾,,24.35956877
CTL.N,世纪电信公司,电信,16.88879325
KKR.N,KKR & Co. LP,,45.01695025
EIX.N,爱迪生国际公司,电力,16.37186014
MGA.N,曼格纳国际,汽车制造,11.59883726
BBY.N,百思买,,19.88713853
SWK.N,美国史丹利公司,,20.70199686
KEY.N,KeyCorp,银行,24.84374963
VTR.N,芬塔公司,房地产信托投资基金,31.04301142
FDC.N,First Data Corp.,,48.34782471
IX.N,欧力士,,8.99277011
AMP.N,美价金融,保险,18.23687500
WCN.N,"Waste Connections, Inc.",环境控制,48.77812313
WEC.N,威斯康辛能源,,21.89189264
HES.N,赫斯公司,,-3.20331331
ANDV.N,Andeavor,,
A.N,安捷伦科技公司,电子,40.32692446
NUE.N,纽柯钢铁,钢铁,25.91532103
STM.N,意法半导体,半导体,120.84210196
KYO.N,日本京瓷,计算机硬件,18.69491547
CCE.N,可口可乐企业,饮料,27.17320362
UAL.N,联合大陆航空,,10.50802983
PANW.N,"Palo Alto Networks, Inc.",电信,-78.24637951
GGP.N,通用增长物业公司,,15.50746281
HRL.N,荷美尔食品,,22.46969776
PPL.N,PPL宾州电力公司,电力,10.20967778
ANET.N,"Arista Networks, Inc.",计算机硬件,109.51600342
FLT.N,FleetCor科技,,46.10631682
BXP.N,波士顿物产公司,房地产信托投资基金,38.74233234
NEM.N,纽曼矿业,,-30.89830568
MSI.N,摩托罗拉系统公司,计算机硬件,37.47222324
LVLT.N,第三级通讯,,28.67914488
HCN.N,健保物产投资信托公司,房地产信托投资基金,18.58363071
RF.N,地区金融公司,银行,20.05747203
ABC.N,美源伯根集团,制药,14.61936612
DTE.N,DTE能源公司,,21.91511390
KB.N,韩国国民银行,多元化金融服务,9.56200027
CFG.N,"Citizens Financial Group, Inc. (Rhode Island)",,20.35532888
HSY.N,好时食品集团,,27.81437243
LH.N,实验美控,卫生保健设施,26.61111084
TDG.N,"TransDigm Group, Inc.",,42.16763655
GPN.N,环汇有限公司,商业服务,84.57553868
HIG.N,美国哈特福德金融服务公司,保险,23.18502269
GIB.N,"CGI Group, Inc.",计算机,24.77528076
ETE.N,能源转换,管道,18.52173979
MRO.N,马拉松油料公司,,-7.66283556
AZO.N,汽车地带,零售,16.12335858
AEUA.N,Anadarko Petroleum Corp.,,-5.57457608
APA.N,阿帕契公司,油气,-12.25606489
BAP.N,Credicorp Ltd.,银行,19.79904334
DUKH.N,Duke Energy Corp.,,8.18996826
PBA.N,Pembina Pipeline Corp.,管道,46.23684188
LEN.N,莱纳建筑公司,,13.92487084
KEP.N,韩国电力,,2.78137644
HRS.N,哈里斯公司,电信,28.54545364
CQP.N,Cheniere Energy Partners LP,管道,-73.27999878
OMC.N,宏盟集团,媒体内容,16.19874412
NBL.N,诺贝尔能源,,-14.93965554
SHOP.N,"Shopify, Inc.",,-402.47618706
BEN.N,富兰克林资源有限公司,,10.81818207
VGK.N,欧洲ETF-Vanguard MSCI,资产配置,7.30805588
CLX.N,高乐氏公司,,26.80160554
GWW.N,美国固安捷,销售\/批发\r,30.92705203
POT.N,加拿大钾肥,化学制品,54.34210494
SEP.N,Spectra Energy Partners LP,,12.40492979
TXT.N,德事隆,,18.97025407
MGM.N,美高梅,住宿,16.11458397
FE.N,第一能源公司,,-2.46281380
AME.N,阿美特克公司,,33.46118578
PAA.N,Plains All American Pipeline LP,管道,54.00023260
NOV.N,美国国民油井华高公司,油气服务,-6.82554504
VMC.N,火神材料公司,采矿,40.03883646
MHK.N,莫霍克工业公司,纺织品\r,4.43887762
CBRE.N,"CBRE Group, Inc.",,
MJN.N,美赞臣,制药,30.81506884
TSS.N,完全系统,,51.84393148
TIF.N,蒂芙尼,,37.27042235
NMR.N,野村控股,,12.39743645
AGR.N,"Avangrid, Inc.",,25.93137378
SWP.N,"Stanley Black & Decker, Inc.",,
CAH.N,卡地纳健康,卫生保健设施,12.24337354
L.N,洛斯公司,保险,25.70984470
LLL.N,L-3通信公司,航空航天\/国防,22.67036507
TSO.N,特索罗公司,,16.26307200
FRC.N,第一共和银行,银行,24.88040639
AGU.N,"Agrium, Inc.",化学制品,26.80652704
ESS.N,埃塞克斯信托,,37.55422601
QSR.N,"Restaurant Brands International, Inc.",,43.71034413
AMD.N,美国超微公司,半导体,-28.19999901
DRUA.N,"Dominion Energy, Inc.",,
CBG.N,世邦魏理仕,,27.99408271
MKL.N,Markel Corp.,保险,36.29676954
O.N,Realty Income Corp.,房地产信托投资基金,48.19468966
HST.N,美国豪斯特酒店,房地产信托投资基金,20.57353039
DHI.N,霍顿房屋公司,房屋建筑商,16.65461890
MKC.N,味好美公司,,32.07567534
DGX.N,奎斯特诊断,健康护理服务,25.43680608
AWK.N,美国水务工程公司,水业\r,33.34351314
RMD.N,瑞思迈公司,,47.14329163
MMP.N,麦哲伦油气,,19.18323917
WAT.N,沃特世,电子,30.17940742
MKC.V.N,味好美,,39.57770271
SNAP.N,Snap,,-21.29564577
CMA.N,联信银行,银行,33.84328160
CEA.N,中国东方航空集团公司,,14.42222256
HNP.N,华能国际电力股份有限公司,,8.43184532
PFG.N,信安金融集团,保险,11.96222263
EFX.N,艾可菲公司,,31.49009961
EDU.N,新东方教育科技集团,,62.23529608
MSCI.N,"MSCI, Inc.",软件,63.41925615
TAP.A.N,Molson Coors Brewing Co.,,18.35106388
SKM.N,韩国SK电信,,9.95726500
BCH.N,智利银行,银行,17.15740739
ZTO.N,中通快递,,50.80952576
ABX.N,巴里克黄金,,22.91071405
CE.N,塞拉尼斯,化学制品,17.74433766
AEE.N,阿美能公司,电力,22.81156597
MTD.N,梅特勒-托利多,,40.67369860
ETR.N,安特吉公司,电力,-24.92944690
BSAC.N,桑坦德银行智利,银行,19.65625018
LNG.N,"Cheniere Energy, Inc.",,-22.70681624
WRK.N,WestRock Co.,,105.94443854
EQT.N,EQT能源 公平能源,,-20.18284083
TAP.N,莫尔森库尔斯酒业,饮料,7.31641451
ANTX.N,"Anthem, Inc.",,6.06183368
XL.N,XL Group Ltd.,保险,36.16025764
LEN.B.N,莲娜,,19.63228628
FTI.N,FMC能源设备公司,油气服务,12.03174600
MLM.N,马丁-玛丽埃塔材料,,34.02036030
BDXA.N,"Becton, Dickinson & Co.",,
CAG.N,康尼格拉,食品,26.30514790
EMN.N,伊士曼化工公司,化学制品,17.25913006
TECK.N,Teck Resources Ltd.,,18.03731304
CNHI.N,CNH Industrial NV,,-54.47368690
VNO.N,沃那多房产信托,,16.87096743
YUMC.N,百胜中国控股有限公司,,26.80147087
WLK.N,Westlake Chemical Corp.,化学制品,34.87581804
ATUS.N,"Altice USA, Inc.",,
LNC.N,林肯国民金融,保险,12.77932328
DRI.N,达登饭店,零售,28.50510094
TAL.N,好未来教育集团,,36.14953122
BR.N,布罗德里奇,软件,48.58196645
TRU.N,TransUnion,,115.32307974
GPC.N,纯正部件公司,销售\/批发\r,20.26797292
FTS.N,"Fortis, Inc.",,22.95133902
CHD.N,丘奇＆德怀特,,31.56571524
MBLY.N,以色列御眼公司,,136.23912398
FNV.N,Franco-Nevada Corp.,,106.24637364
KMX.N,车美仕,零售,24.49050547
BHGE.N,"Baker Hughes, a GE Co.",,
RJF.N,瑞杰金融,,23.86802019
CMS.N,CMS能源,电力,24.02020248
ADS.N,联合数据系统公司,媒体内容,31.10899068
NWL.N,纽威乐柏美,家用器具\r,22.23200073
TPR.N,"Tapestry, Inc.",,
BLL.N,波尔公司,包装容器,22.91410956
URI.N,联合租赁,,23.77209401
CVE.N,Cenovus能源,,-20.98979520
IHG.N,洲际酒店,住宿,33.46391559
VIV.N,Telefonica Brasil SA,,14.96753234
ARE.N,亚历山大房地产股票有限公司,,-63.51758840
DVA.N,达维塔保健,卫生保健设施,16.68881162
CNA.N,CAN金融,保险,14.95898960
IT.N,加特纳,,60.61472197
ECA.N,加拿大能源,油气,-11.90654126
CMG.N,墨式烧烤公司,,589.03247261
SJM.N,斯马克公司,食品,19.12456549
VNTV.N,"Vantiv, Inc.",商业服务,58.78787530
AJG.N,亚瑟加拉格尔有限公司,保险,29.80172473
TFX.N,泰利福,,54.83734845
AEG.N,荷兰全球保险,保险,38.03125109
LEA.N,李尔,汽车部件与设备,14.09677455
CPB.N,康宝浓汤公司,,25.21739013
XYL.N,赛莱默公司,机械-多元,46.99999951
XPO.N,"XPO Logistics, Inc.",运输,190.51887533
EXR.N,"Extra Space Storage, Inc.",,32.97594373
INVH.N,"Invitation Homes, Inc.",,-92.23999786
HFC.N,HollyFrontier Corp.,,-46.56375625
HCP.N,健保不动产投资,,19.08208885
COO.N,库珀医疗,,40.43657167
NLY.N,"Annaly Capital Management, Inc.",房地产信托投资基金,7.46762606
ROL.N,"Rollins, Inc.",,71.59740576
DPZ.N,达美乐比萨,零售,65.08487856
CNP.N,中点能源,,27.69499969
FMC.N,FMC公司,化学制品,56.30128529
ALLY.N,"Ally Financial, Inc.",,12.79069711
VEEV.N,"Veeva Systems, Inc.",软件,176.06383023
EQH.N,"AXA Equitable Holdings, Inc.",,
ZNH.N,中国南方航空股份有限公司,,9.36045329
MAS.N,马斯科,,25.79591662
MTN.N,"Vail Resorts, Inc.",娱乐,62.00214874
KSS.N,柯尔百货,,22.37620537
ATHM.N,汽车之家,,64.87662736
DOV.N,美国都福集团,多元化制造商,22.86769221
WCG.N,"WellCare Health Plans, Inc.",卫生保健设施,47.28913571
GG.N,"Goldcorp, Inc.",,69.26315796
PVH.N,PVH Corp.,零售,21.94845355
TRGP.N,Targa Resources Corp.,,-28.54444579
GDDY.N,"GoDaddy, Inc.",,-369.19048190
GPS.N,蓋璞,,17.21893455
COH.N,蔻驰公司,服饰,21.92307713
MAA.N,MAA房产信托,,36.64312178
NVR.N,"NVR, Inc.",房屋建筑商,29.63999596
KEYS.N,"Keysight Technologies, Inc.",,26.93665057
M.N,梅西百货,零售,18.48241136
BIP.N,布鲁克菲尔德公共建设,电力,35.76796555
NLSN.N,尼尔森,媒体,22.38273369
WHR.N,惠而浦,家具家饰,13.38347858
PJH.N,"Prudential Financial, Inc.",,2.65190524
SDRL.N,Seadrill Ltd.,油气,-78.03703281
KSU.N,堪萨斯南方铁路,运输,23.73363509
PRH.N,"Prudential Financial, Inc.",,2.61611741
OKS.N,欧尼克（万欧卡）合,管道,22.69777764
MOS.N,美国美盛公司,化学制品,32.89411565
UHS.N,"Universal Health Services, Inc.",健康护理服务,16.05462176
PKG.N,Packaging Corp. of America,包装容器,24.17578928
WYN.N,温德姆酒店集团,住宿,19.60940295
LYV.N,"Live Nation Entertainment, Inc.",,-222.26086089
LN.N,LINE Corp.,,160.82142353
COTY.N,科蒂,,-470.83334386
VAR.N,瓦里安医疗系统,,32.87977135
IEX.N,IDEX Corp.,,39.12039726
